ltla,sex,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
E06000009,female,4206,3858,3706,4226,4389,4406,4042,3718,4913,5471,5035,4339,4129,4361,3406,2943,2283,1517,1042
E06000009,male,4277,4029,3777,4267,4407,4215,4022,3677,4894,5601,5250,4404,4164,4259,3169,2385,1642,822,352
E06000010,female,8704,7409,6239,7727,11637,10474,8928,7502,8365,8619,8376,7106,6359,5913,4429,4024,3257,2010,1104
E06000010,male,9303,7871,6707,8088,12440,10511,9251,8213,8794,8917,8451,7105,6461,5808,3950,3360,2194,1104,478
E06000011,female,7900,8467,8715,9665,7502,7677,8148,8936,12012,12996,12633,11734,12329,13107,9397,8054,5952,3644,2454
E06000011,male,8466,8828,9014,10393,8457,7843,7820,8658,11349,12693,12593,11384,11650,12363,8637,6854,4541,2301,906
E06000012,female,5064,4606,4349,4759,4985,5399,4733,4202,5565,5939,5728,4934,4622,4729,3599,3263,2451,1595,988
E06000012,male,5119,4944,4450,4923,5101,5190,4590,4330,5369,5696,5659,4909,4643,4549,3169,2704,1832,875,401
E06000013,female,4953,4894,4509,4752,4606,5225,4953,4572,5866,6370,6056,5575,5456,5257,3932,3166,2561,1629,1085
E06000013,male,5103,5110,4773,5027,4732,5073,4834,4567,5774,6417,6175,5430,5402,5223,3654,2864,1818,969,354
E06000014,female,5228,5023,4561,7022,10879,6978,6502,5869,6817,6945,6428,5625,5442,5727,4260,3893,2979,2011,1337
E06000014,male,5446,5160,4746,6795,10848,7425,6551,5926,6665,6804,6188,5417,5124,5125,3529,2998,2125,1157,558
E06000015,female,8897,7893,6917,7614,9905,9264,8826,7691,8714,8938,7795,6516,5944,6066,4588,4179,3511,2318,1433
E06000015,male,9128,8397,7473,8166,10472,9103,8558,7834,8519,8946,7898,6419,5863,5638,3970,3504,2502,1359,554
E06000016,female,12479,10929,9502,11497,19021,14616,12813,10418,10588,10016,9794,8467,7264,5771,4651,4194,3380,2300,1404
E06000016,male,12705,11444,10136,11615,17878,14253,13581,11062,10350,9863,9694,8494,7376,5590,3989,3323,2274,1294,606
E06000017,female,845,947,1032,1323,731,761,872,904,1235,1431,1267,1208,1274,1367,1035,812,631,460,313
E06000017,male,931,970,1161,1588,1124,1183,1071,1045,1244,1391,1313,1131,1260,1295,955,761,510,274,136
E06000018,female,10003,8682,7519,12372,23309,12144,10854,8715,9398,9215,8288,7045,5833,5272,4246,3993,3298,2314,1333
E06000018,male,10647,9150,7889,12500,24051,13370,12086,9900,9812,9338,8545,6938,6389,5391,3629,3154,2292,1196,547
E06000019,female,4838,4620,4838,5139,4570,4809,5029,4710,6214,7082,6690,6559,6487,6728,4916,4157,3247,2269,1484
E06000019,male,5065,5113,5010,5428,4913,5373,5257,4800,5966,6876,6724,6073,6206,6415,4662,3635,2577,1382,528
E06000020,female,5627,5372,5033,5595,5129,5368,5497,4882,6161,6432,5740,5002,4804,4645,3403,2594,1879,1102,727
E06000020,male,5827,5410,4997,5779,5861,5225,5406,5247,6305,6425,5615,4828,4685,4314,3168,2238,1383,676,261
E06000021,female,8553,7690,6622,7439,9574,9073,8352,7085,8475,8351,7844,7297,6712,6612,5015,4192,3349,2054,1193
E06000021,male,8902,7882,6793,7834,9674,9108,8607,7537,8790,8858,8220,7221,6801,6473,4636,3463,2354,1175,384
E06000022,female,4532,4522,4535,6371,9181,4829,4789,4918,5989,6527,5952,5324,5139,5264,3841,3372,2905,2037,1297
E06000022,male,4930,4775,4814,6542,9338,5431,4835,4651,5860,6242,5743,5045,4732,4984,3408,2900,2118,1223,565
E06000023,female,15068,12460,10528,13222,23029,20628,18666,14553,13607,13375,12259,10427,9483,8641,6688,5816,4998,3583,2478
E06000023,male,15872,12742,10695,12988,22850,21591,20018,15999,14465,13823,12063,10537,9402,8550,6198,4641,3598,1916,929
E06000024,female,5859,5557,5637,5491,4686,5265,5763,6001,7372,7978,7232,6656,6949,7492,5315,4494,3703,2590,1859
E06000024,male,6255,6062,5781,5857,4649,4968,5473,5710,7275,7733,7012,6270,6446,7105,4885,3853,2689,1484,776
E06000025,female,7937,7757,7248,8380,7694,8056,8408,8313,10026,10977,9431,7855,7386,7773,5905,4910,3811,2296,1501
E06000025,male,8275,8045,7497,9113,8852,8112,8282,8189,9670,10630,9689,7735,7193,7414,5369,4200,2951,1458,613
E06000026,female,7769,6851,6262,8312,11927,8953,8368,7118,8540,8999,8448,7308,7082,7200,5263,4603,3597,2264,1539
E06000026,male,8107,7039,6591,8781,13703,9239,8555,7044,8247,8604,8334,7331,6611,6821,4864,3751,2631,1349,587
E06000027,female,3484,3234,3201,3596,3240,3505,3389,3319,4281,4851,4876,4394,4766,5168,3796,3246,2626,1980,1416
E06000027,male,3568,3423,3421,3876,3387,3476,3057,3008,4012,4613,4538,4252,4364,4986,3444,2750,1945,1126,587
E06000030,female,7247,6512,5961,6175,5908,7725,7949,7356,8097,8183,7466,6126,5361,5165,3693,3086,2560,1632,965
E06000030,male,7608,6799,6146,6361,6034,7303,7916,7737,8771,8612,7815,6209,5298,4848,3386,2663,1933,998,424
E06000031,female,7329,6171,5330,5543,5722,7669,7288,6328,6607,6584,5867,5153,4598,4228,3063,2715,2346,1489,848
E06000031,male,7812,6359,5686,5750,5961,7528,7586,6541,6769,6441,5835,4795,4473,4048,2805,2289,1615,845,355
E06000032,female,8328,7281,6529,6670,7571,8955,8583,6897,6669,6880,6052,4898,4190,3657,3036,2838,2123,1131,780
E06000032,male,8781,7955,6699,6869,8029,9625,9006,7179,6866,6702,6148,4910,4154,3504,2699,2544,1561,809,296
E06000033,female,5613,5070,4700,4986,4773,5728,5940,5798,6562,6585,5883,4857,4872,5179,3755,3158,2768,2129,1492
E06000033,male,5783,5334,4937,5398,4813,5340,6078,5635,6515,6481,6082,4928,4720,4814,3192,2737,1950,1144,507
E06000034,female,5992,5669,4778,4883,4680,5948,6307,6036,6187,6000,4969,4176,3972,3830,2662,2100,1670,1198,662
E06000034,male,6155,5752,4950,5031,4757,5546,5728,5834,6242,6257,5206,4328,4084,3614,2262,1756,1181,649,254
E06000035,female,8808,8302,7951,8606,10160,9147,9143,8453,9493,10005,9432,7645,7134,7127,4814,4116,3001,1877,1262
E06000035,male,9220,8514,8380,9215,10270,9538,8910,8363,9586,10029,9057,7769,7012,6780,4538,3365,2182,1056,429
E06000036,female,4087,3714,3262,3541,3015,3769,4622,4334,4657,4696,4233,3363,2828,2685,1790,1619,1146,759,539
E06000036,male,4164,3836,3574,3824,3229,3992,4124,4218,4549,4767,4247,3479,2861,2488,1577,1402,894,464,195
E06000037,female,4794,4751,4797,4689,3556,4119,4706,5374,6158,6227,5752,4953,4631,4471,3094,2470,1955,1245,825
E06000037,male,5220,5010,4943,4915,3827,4236,4492,4913,6133,6319,5933,4961,4459,4425,2871,2205,1480,786,336
E06000038,female,6037,4746,3945,4716,7399,7227,7472,5862,5267,5073,4250,3537,3042,2915,2153,1920,1585,1057,700
E06000038,male,6350,5086,4007,4775,7224,7049,7834,6503,5891,5251,4572,3641,3040,2780,1975,1640,1113,690,297
E06000039,female,6519,5490,4412,4141,4130,6442,7405,5749,5081,4498,4061,3338,2585,2053,1619,1428,1184,691,430
E06000039,male,6651,5790,4708,4494,4142,5547,7169,6465,5535,4749,3994,3424,2841,1886,1496,1132,770,411,212
E06000040,female,4483,4388,4236,4053,3202,4226,4983,5173,5828,5770,5085,4214,4023,4131,3009,2600,2141,1407,1030
E06000040,male,4828,4697,4695,4540,3281,4336,4704,5118,5529,5751,5182,4192,3832,3930,2684,2139,1599,844,415
E06000041,female,4976,5061,4777,4741,3239,4134,5060,5801,6358,6527,5811,4821,4394,4489,3102,2662,1959,1187,852
E06000041,male,5394,5358,5047,4960,3738,4187,4381,5511,6225,6216,5958,4976,4103,4152,2855,2330,1598,770,355
E06000042,female,10049,8957,7730,7163,6722,9592,10839,9986,9644,9343,8327,7375,6748,5566,3753,2980,2250,1479,1022
E06000042,male,10430,9534,8068,7793,6496,9159,10582,10194,9598,9341,8295,7111,6409,5287,3363,2312,1624,872,383
E06000043,female,7534,6842,6317,8287,15679,11048,10770,9913,10648,10432,8552,6641,5796,5454,4151,3570,3233,2354,1689
E06000043,male,7738,7250,6840,8203,15312,11935,11713,10293,11134,10814,8563,6676,5864,5720,3743,3033,2262,1342,646
E06000044,female,6730,5984,4957,6844,10973,8096,7148,6096,6709,6886,6274,5046,4391,4490,3316,2980,2434,1693,1220
E06000044,male,6892,6114,5363,7099,13274,8727,7574,6428,7079,6976,6541,5043,4460,4421,3011,2377,1657,928,439
E06000045,female,7814,6419,5430,8087,14696,9932,9348,7233,6803,7193,6574,5662,5186,5009,3630,3233,2885,1912,1286
E06000045,male,8345,6750,5730,8333,16642,10720,9863,8273,7536,7440,6772,5777,5152,4734,3356,2569,1951,1106,477
E06000046,female,3196,3216,3516,3869,3216,3298,3152,3304,4641,5248,4987,4807,5073,5783,4086,3248,2832,1980,1416
E06000046,male,3418,3578,3699,4368,3470,3463,3286,3211,4090,5014,4748,4608,4710,5482,3900,2942,2012,1112,576
E06000047,female,13953,13518,12766,15412,18411,15021,15060,13951,17852,19883,18999,17340,16684,16454,12096,10307,7630,4727,2694
E06000047,male,14844,14040,13383,16199,18713,14890,15067,13196,17277,19511,18284,16571,16087,15987,10972,8726,5576,2767,1075
E06000049,female,9929,10089,9992,10255,9159,9427,10123,10964,14184,15245,14210,11970,12016,12638,9190,7837,6119,4097,2812
E06000049,male,10427,10793,10355,11126,9734,9269,9793,10387,13282,14559,14010,11795,11867,12122,8487,6711,4528,2441,1064
E06000050,female,8916,8918,8659,9583,10218,9253,9766,9700,12226,12996,12385,10695,10527,10651,7907,6760,5138,3433,2107
E06000050,male,9418,9473,9012,9958,9577,9089,9174,9068,11612,12477,11906,10362,10222,10280,7345,5648,3775,1989,846
E06000051,female,7499,8018,8393,8943,7186,7620,7904,8048,10542,11810,11217,10360,10748,11195,8381,6638,5296,3528,2436
E06000051,male,7937,8161,8467,9702,9095,8795,8069,7966,10549,11719,11538,10034,10082,10606,7623,5947,4037,2102,894
E06000052,female,13989,13622,13756,15362,14551,13504,14023,14354,18662,20278,19554,18948,19994,21332,14605,11848,9480,6509,4371
E06000052,male,14884,14203,14607,16302,15171,13436,13592,13344,16873,18922,18502,17383,18465,20273,13736,10473,7276,3896,1654
E06000053,female,46,54,56,31,65,74,80,52,99,81,82,63,67,92,61,45,34,29,21
E06000053,male,55,70,49,31,58,81,65,69,61,99,64,82,83,100,61,40,28,27,10
E06000054,female,13860,14049,13731,14325,10966,12559,13149,14159,18083,19102,17539,15196,14897,15193,11036,9003,7351,5035,3425
E06000054,male,14676,14747,14174,14789,13600,14233,13368,13151,17092,18341,17461,14873,14150,14497,10174,8056,5502,2977,1392
E06000055,female,5261,4841,4591,4904,4829,5098,5714,5168,5855,6159,5600,4719,4439,4223,3038,2791,2297,1509,928
E06000055,male,5448,5117,5046,5486,4979,4705,5239,5153,5631,6066,5489,4684,4242,4187,2857,2319,1610,940,391
E06000056,female,8385,7946,7385,7197,6718,7853,8903,8830,10118,10634,9866,8172,7788,7522,5282,4299,3213,1978,1192
E06000056,male,8579,8250,7691,8092,7081,7954,7983,8363,9821,10477,9862,8242,7487,7415,4831,3967,2578,1323,516
E06000057,female,7699,7930,8216,8498,7718,8210,8563,8240,10771,12346,12743,11765,11689,11662,8238,6842,5243,3344,2114
E06000057,male,8131,8735,8651,9269,8361,8171,8012,8073,9949,11621,11942,11161,10919,11145,7561,6011,3906,2087,853
E06000058,female,10558,9450,8820,10864,13068,12534,13029,11198,12480,13284,12333,10979,11114,11876,8697,8043,7379,5150,3781
E06000058,male,11181,10129,9349,10762,13985,12564,13963,12108,13204,13859,12363,10581,10376,11329,7915,6834,5231,3150,1658
E06000059,female,8484,8910,9485,9995,7722,7709,8139,8711,11779,13609,13605,13014,13963,15316,11190,9479,7928,5403,3714
E06000059,male,8841,9334,10161,11374,9342,8400,8045,8551,11339,12939,13167,12041,12665,14252,10321,8439,6141,3489,1559
E06000060,female,16067,16168,15560,15257,13232,14009,15630,16448,19734,20681,18871,15882,14707,14756,11032,9404,7258,4804,3263
E06000060,male,16733,16879,16528,16172,13172,13247,14445,16098,18763,20555,18740,16010,14132,13910,9748,7976,5534,2873,1255
E07000008,female,3391,2886,2436,4463,8410,5407,5096,3955,3584,3452,3028,2808,2481,2233,1605,1563,1331,1015,778
E07000008,male,3603,2974,2595,4654,9964,6658,5788,4366,3853,3746,3139,2692,2422,2034,1490,1246,937,618,323
E07000009,female,2761,2543,2269,2283,1899,2487,3047,2905,3299,3304,3041,2569,2580,2629,1763,1494,1273,848,533
E07000009,male,2955,2765,2562,2310,1994,2322,2762,2886,3328,3251,2968,2551,2463,2544,1746,1387,925,515,181
E07000010,female,2753,2417,2542,2791,2533,2865,2765,2546,3308,3526,3385,3149,3181,3219,2421,2076,1671,1094,715
E07000010,male,2809,2640,2601,2921,2619,2923,2762,2595,3240,3602,3236,3059,3085,3210,2254,1869,1308,662,265
E07000011,female,5100,4783,4819,4884,4318,5108,5404,5394,6566,6838,6227,5320,5326,5238,3737,2840,2129,1429,987
E07000011,male,5362,5201,5105,5308,4695,5253,5166,5292,6527,6766,6339,5332,5128,5262,3395,2693,1623,856,397
E07000012,female,4586,4608,4432,4335,3213,3906,4858,5236,5955,6134,5501,4648,4473,4512,3196,2559,2102,1437,927
E07000012,male,4799,4914,4608,4558,3437,3867,4538,5101,5729,5972,5363,4608,4378,4424,2894,2347,1663,942,428
E07000026,female,2425,2347,2495,2629,2264,2364,2511,2431,3525,3842,3663,3310,3504,3386,2604,2158,1668,1091,665
E07000026,male,2478,2489,2658,2965,2512,2435,2414,2369,3170,3756,3525,3309,3392,3411,2546,1864,1250,602,242
E07000027,female,1798,1834,1847,2036,1838,2025,1789,1871,2477,2708,2408,2163,2137,2241,1730,1375,988,633,458
E07000027,male,1871,1932,1864,2163,2027,2014,1833,1716,2279,2703,2564,2125,2130,2203,1713,1171,765,353,154
E07000028,female,2999,2860,2685,3115,3720,3197,3268,3001,3761,3994,4062,3554,3408,3313,2539,2226,1721,1166,694
E07000028,male,3189,2980,2678,3014,3417,3124,3186,2958,3827,3881,4098,3432,3399,3137,2341,1814,1270,642,322
E07000029,female,1765,1787,1746,1840,1781,1908,1960,1893,2442,2770,2641,2413,2326,2215,1749,1486,1073,675,390
E07000029,male,1935,1935,1798,2092,2056,2005,1953,1760,2347,2743,2884,2541,2367,2428,1683,1291,854,375,145
E07000030,female,1134,1251,1319,1401,1201,1079,1229,1269,1881,2145,2009,1917,1994,1963,1481,1234,959,676,419
E07000030,male,1239,1395,1379,1520,1441,1258,1218,1184,1722,2089,2019,1827,2002,1994,1462,1058,749,380,160
E07000031,female,2116,2385,2432,2688,1889,2197,2487,2625,3542,4088,4064,3776,3993,4276,3065,2568,2236,1550,954
E07000031,male,2276,2460,2708,3030,2359,2259,2329,2414,3272,3837,3796,3694,3811,4255,3004,2286,1586,896,390
E07000032,female,3172,3141,3334,3603,3237,3396,3528,3570,4695,4974,4505,4081,4137,4268,2906,2393,1805,1277,914
E07000032,male,3333,3362,3416,3616,3290,3157,3328,3437,4594,4843,4564,4098,4124,4223,2913,1923,1416,707,312
E07000033,female,2160,2143,2046,2286,2167,2330,2297,2082,2999,3088,2611,2408,2334,2452,1740,1426,1125,757,474
E07000033,male,2247,2158,2129,2376,2260,2195,2209,2137,2878,3069,2776,2409,2311,2406,1699,1236,799,398,157
E07000034,female,2850,2743,2568,3118,2962,3093,3091,3096,3779,4143,3674,3333,3182,3358,2439,2048,1609,1181,727
E07000034,male,2945,2739,2778,3279,2998,3027,3134,2808,3823,4038,3823,3347,3234,3115,2250,1655,1178,625,276
E07000035,female,1494,1752,1945,2015,1418,1348,1400,1727,2490,2940,2822,2659,2755,2879,2031,1698,1307,907,634
E07000035,male,1477,1852,2047,2119,1688,1544,1476,1596,2399,2921,2822,2595,2714,2829,1858,1484,985,517,228
E07000036,female,3234,3076,2867,3336,3251,3539,3501,3432,4295,4656,4065,3383,3309,3512,2532,2226,1779,1133,736
E07000036,male,3445,3293,3011,3471,3291,3181,3240,3168,4154,4536,4200,3404,3272,3354,2345,1870,1259,589,301
E07000037,female,2412,2419,2601,2706,2515,2346,2482,2528,3392,3889,3655,3027,2923,2953,2136,1652,1264,801,574
E07000037,male,2479,2600,2488,2881,2785,2395,2317,2346,3387,3770,3566,3152,3034,2918,1865,1378,896,432,208
E07000038,female,2345,2531,2533,2691,2450,2488,2457,2686,3593,3983,3682,3490,3475,3836,2803,2179,1683,1024,651
E07000038,male,2533,2504,2570,2983,2637,2530,2357,2499,3378,3842,3693,3469,3329,3669,2551,1935,1275,666,306
E07000039,female,2864,2841,2800,2805,2511,2892,3180,3071,3925,3937,3514,3002,2948,2869,1917,1546,1206,779,429
E07000039,male,2960,3050,3028,3119,2572,2671,2880,3052,3767,4100,3432,2984,2929,2812,1904,1271,896,468,180
E07000040,female,2960,3076,3240,3560,2518,2665,2857,3107,4402,4900,4710,4690,5156,5962,4484,3965,3390,2480,1735
E07000040,male,3205,3336,3503,3795,3369,3084,2707,2860,3927,4507,4363,4224,4626,5345,4116,3372,2552,1508,790
E07000041,female,3326,2922,2556,4357,7840,4572,4337,3506,3603,3927,3534,3165,2944,2907,2245,1920,1822,1312,935
E07000041,male,3624,3111,2624,4033,8197,4836,4466,3667,3718,3830,3467,2923,2720,2567,1868,1576,1131,643,299
E07000042,female,2234,2182,2195,2275,1756,1953,2039,2115,2775,3062,2966,2701,2714,2772,2031,1612,1343,912,602
E07000042,male,2233,2380,2345,2531,1827,1913,1856,1930,2637,2833,2765,2531,2712,2788,1909,1443,1002,586,246
E07000043,female,2499,2499,2357,2627,2144,2326,2380,2380,3129,3545,3422,3211,3257,3652,2646,2100,1738,1245,871
E07000043,male,2595,2542,2558,2800,2512,2384,2371,2344,2929,3314,3260,2961,3072,3435,2417,1920,1335,711,351
E07000044,female,1845,2033,2234,2171,1560,1639,1811,2002,2739,3447,3427,3281,3523,3725,2485,2032,1608,1164,692
E07000044,male,1990,2091,2267,2459,1998,1875,1614,1739,2378,3031,3099,2991,3248,3479,2325,1828,1251,697,334
E07000045,female,2944,3071,3076,3343,2795,2854,3022,3149,4283,5017,4852,4490,4798,5085,3646,2938,2453,1945,1316
E07000045,male,3225,3279,3462,3636,2920,2960,2889,2915,3888,4686,4538,4179,4314,4847,3282,2581,1834,1057,519
E07000046,female,1579,1559,1640,1717,1491,1505,1477,1610,2116,2344,2478,2437,2666,2746,1856,1550,1163,798,542
E07000046,male,1776,1662,1732,1914,1605,1383,1424,1446,1957,2367,2251,2238,2457,2619,1955,1399,977,478,213
E07000047,female,1225,1302,1351,1424,1053,1165,1245,1302,1769,2080,2229,2005,2140,2249,1557,1277,1008,710,508
E07000047,male,1277,1447,1468,1492,1215,1210,1232,1166,1665,2017,2072,1883,1963,2250,1503,1130,803,401,189
E07000061,female,2767,2485,2458,2953,2867,2818,3074,2890,3269,3569,3290,3066,3137,3461,2504,2409,2246,1665,1230
E07000061,male,2939,2632,2624,3105,3046,2829,2951,2654,3112,3361,3181,2739,2823,3131,2185,1923,1479,988,503
E07000062,female,2819,2493,2433,2782,2852,2894,2714,2552,3168,3521,3195,3033,2803,2767,1872,1585,1241,961,780
E07000062,male,2927,2646,2490,2825,2739,2792,2733,2661,3197,3535,3104,2675,2607,2783,1692,1366,907,497,265
E07000063,female,2439,2606,2633,2736,2159,2253,2529,2717,3441,3914,3633,3338,3410,3708,2770,2394,2032,1430,1098
E07000063,male,2812,2867,2900,2946,2416,2400,2487,2284,3151,3760,3582,3110,3248,3292,2386,1948,1525,860,412
E07000064,female,1991,2079,2238,2464,1798,1731,1792,1922,2712,3317,3364,3217,3660,4279,3115,2714,2349,1665,1302
E07000064,male,2073,2247,2296,2718,1968,1776,1644,1626,2552,3115,3127,2966,3205,3907,2729,2336,1651,1070,517
E07000065,female,3558,4166,4221,4331,3248,3069,3464,4072,5393,6221,5843,5294,5481,6187,4395,3584,2995,1992,1543
E07000065,male,3939,4433,4450,4586,3287,3259,3232,3300,4926,5870,5644,5047,4923,5663,3956,3128,2235,1275,567
E07000066,female,5836,5545,5162,5299,5250,5904,6221,5844,6554,6809,6260,5338,4848,4997,3625,3257,2539,1564,959
E07000066,male,6224,5800,5427,5679,5167,5556,5663,5593,6336,6521,6033,4963,4537,4546,2967,2594,1820,869,392
E07000067,female,4510,4558,4107,4271,3840,4423,4501,4748,5628,5973,5231,4728,4593,4837,3074,2426,2055,1484,1043
E07000067,male,4790,4639,4572,4425,3949,4167,4291,4494,5549,5715,5213,4612,4357,4375,2976,2201,1553,850,392
E07000068,female,1920,2112,2139,2239,1778,2048,2237,2420,2711,3153,2869,2332,2126,2323,1676,1604,1354,891,584
E07000068,male,2128,2084,2149,2325,1931,2053,1993,2246,2592,2901,2826,2293,2046,2161,1414,1285,958,575,258
E07000069,female,2140,2209,2420,2538,2332,2183,2124,2363,3050,3295,3072,2922,3215,3656,2674,2107,1563,949,610
E07000069,male,2131,2269,2437,2850,2514,2297,2060,2202,2855,3248,3159,2800,2863,3317,2236,1880,1239,553,262
E07000070,female,4895,4838,4653,4800,4819,5325,5589,5554,6307,6656,5866,5277,4908,5287,3540,3103,2419,1587,1003
E07000070,male,5185,5144,4956,5040,4824,5492,5428,5464,6301,6400,5813,5121,4638,4855,3164,2714,1899,1014,433
E07000071,female,5459,4919,4590,5246,7147,6035,5982,5643,6296,6587,5635,4958,5046,5129,3526,2852,2283,1544,1071
E07000071,male,5774,5304,4861,5735,7811,6205,5866,5699,6263,6185,5617,4574,4586,4718,3163,2581,1755,980,368
E07000072,female,3831,3526,3394,3413,3440,3618,4098,4098,4917,5168,4741,3957,3787,3907,2781,2394,2040,1434,975
E07000072,male,4058,3719,3488,3699,3554,3381,3609,3840,4418,4870,4531,3877,3498,3717,2425,2035,1542,818,391
E07000073,female,3165,2633,2324,2387,2408,3120,3250,2770,2993,3053,2940,2486,2071,1893,1519,1532,1339,741,410
E07000073,male,3276,2858,2399,2686,2298,2735,3072,2705,2786,2946,2787,2461,1930,1754,1218,1048,848,443,154
E07000074,female,1474,1580,1720,1678,1375,1273,1485,1686,2284,2625,2341,2287,2251,2531,1622,1255,958,583,456
E07000074,male,1569,1703,1816,1912,1518,1331,1332,1526,2103,2518,2385,2214,2284,2413,1576,1222,770,385,176
E07000075,female,2120,2196,2377,2550,2068,1838,2214,2394,3210,3364,3130,2682,2748,3063,2165,1867,1465,960,524
E07000075,male,2170,2357,2385,2757,2180,1993,1946,2333,3016,3314,3005,2696,2546,2883,1913,1610,1149,556,211
E07000076,female,3459,3403,3448,3795,3321,2999,2997,3202,4279,4852,4847,4655,5233,6375,4686,3913,3223,2227,1468
E07000076,male,3514,3462,3655,4081,3581,2965,2752,2844,3914,4568,4531,4314,4600,5684,4261,3547,2433,1357,592
E07000077,female,2322,2587,2544,2497,1789,1869,2284,2562,3291,3557,3236,2698,2423,2505,1763,1385,1163,782,578
E07000077,male,2483,2749,2745,2711,1931,1939,2013,2326,3127,3338,3216,2756,2427,2553,1616,1331,860,480,244
E07000078,female,3208,2952,3023,3739,4348,4372,4198,3404,3748,4187,3787,3250,3116,3143,2400,2069,1767,1326,915
E07000078,male,3397,3037,2925,3448,4347,4338,4586,3722,4032,4145,3777,3168,3029,2745,2022,1694,1261,799,364
E07000079,female,1966,2145,2194,2373,1943,1749,1892,2191,3055,3551,3342,3025,3074,3178,2336,1946,1638,1151,792
E07000079,male,2065,2167,2359,2408,2123,1678,1831,2013,2925,3294,3059,2900,2870,2941,2221,1672,1254,641,304
E07000080,female,2026,2086,2154,2658,1978,1826,1925,2008,2944,3317,3178,2948,3150,3065,2198,1786,1360,916,617
E07000080,male,2081,2145,2273,2912,2266,1919,1812,1942,2850,3221,3121,2800,2931,2960,2260,1575,970,554,221
E07000081,female,4321,3742,3458,3788,4100,4542,4439,3778,4433,4800,4239,3516,3232,3152,2320,1894,1587,1123,697
E07000081,male,4327,3889,3654,4027,4146,4229,4388,3929,4496,4664,4412,3519,3063,2833,2136,1660,1141,608,253
E07000082,female,2902,3117,3241,3192,2444,2563,2751,3204,4325,4635,4532,3916,3931,3946,2840,2367,1844,1254,782
E07000082,male,3098,3345,3446,3587,2722,2524,2797,3149,4251,4547,4293,3943,3775,3687,2700,2021,1398,708,317
E07000083,female,2296,2291,2196,2175,1968,2204,2447,2496,3021,3362,3153,2731,2825,2878,2227,1771,1420,979,626
E07000083,male,2584,2376,2364,2331,2051,2058,2360,2420,2972,3347,3035,2594,2618,2685,2016,1590,1033,555,268
E07000084,female,5786,5245,4853,4729,4220,5722,6250,5999,6777,6963,6203,4967,4705,4808,3233,2602,1933,1235,779
E07000084,male,6043,5533,5166,5145,4160,5111,5869,5852,6671,6961,6366,5088,4638,4433,3007,2295,1544,808,351
E07000085,female,3077,3307,3394,3665,2604,2484,2927,3343,4409,5055,4713,4009,3760,4031,2988,2356,1932,1338,880
E07000085,male,3172,3422,3547,3944,2890,2710,2561,2922,4069,4476,4612,4036,3643,3834,2571,2127,1427,798,368
E07000086,female,3895,3672,3414,3587,3460,3975,4310,4244,4685,4981,4682,3996,3868,3656,2684,2312,1788,1192,770
E07000086,male,4094,3976,3731,3869,3580,3742,3889,3938,4553,4728,4559,4026,3625,3554,2384,1957,1352,733,298
E07000087,female,2888,2941,3058,3149,2689,2921,2907,3257,4325,4642,4359,3640,3660,3984,3008,2490,2027,1235,869
