ltla,sex,12-15,16-17,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
E06000010,male,5810,3120,16371,10320,9137,8554,8794,9090,8275,7091,6667,5399,3923,3296,2165,1118,454
E06000011,female,7559,3943,11485,7514,8153,9454,12407,13036,12378,11598,12897,12346,9134,7907,5805,3745,2440
E06000011,male,7746,4149,12567,7736,7833,9056,11730,12897,12365,11098,12101,11793,8481,6596,4313,2284,864
E06000012,female,3690,1912,7152,5174,4543,4391,5754,6012,5603,4805,4822,4490,3602,3208,2445,1577,975
E06000012,male,3840,2089,7284,4924,4499,4534,5466,5816,5534,4855,4760,4333,3146,2687,1758,873,385
E06000013,female,3800,1976,6483,5170,4702,4824,6108,6393,5947,5573,5532,5019,3796,3158,2545,1616,1051
E06000013,male,3919,2174,6671,5038,4734,4707,5989,6500,6061,5390,5515,4951,3578,2748,1767,945,366
E06000014,female,3794,1959,14420,6860,6461,5880,6977,6855,6351,5509,5650,5394,4238,3765,3006,2035,1288
E06000014,male,4039,2096,13833,7287,6481,5965,6706,6772,6146,5303,5278,4862,3497,3007,2020,1174,511
E06000015,female,5807,2749,13613,9294,8621,7855,8828,8913,7561,6356,6137,5756,4599,4162,3548,2325,1379
E06000015,male,6122,3324,14022,9050,8302,8073,8879,8881,7684,6256,5979,5392,4008,3381,2499,1280,537
E06000016,female,7789,3980,24746,14700,12484,10490,10648,9932,9822,8312,7140,5516,4589,4212,3408,2280,1340
E06000016,male,8383,4191,22923,14360,13323,11058,10291,10029,9587,8410,7218,5421,3901,3286,2260,1301,588
E06000017,female,966,590,1182,784,865,910,1300,1366,1287,1178,1311,1321,986,778,633,432,305
E06000017,male,1126,708,1469,1063,941,1032,1262,1375,1294,1143,1275,1239,934,738,491,273,120
E06000018,female,6304,3199,30720,12242,10580,8912,9535,9160,8142,6889,5760,5103,4308,3922,3389,2330,1251
E06000018,male,6535,3347,30903,13474,12169,9880,9932,9363,8292,6892,6439,5114,3651,3098,2244,1251,514
E06000019,female,4194,2185,6482,4808,4844,4853,6394,7070,6662,6464,6589,6510,4697,4088,3250,2294,1424
E06000019,male,4372,2289,6932,5207,5109,4876,6100,7008,6591,5992,6363,6115,4499,3594,2551,1311,501
E06000020,female,4283,2187,7451,5397,5292,5042,6346,6351,5558,4939,4960,4452,3247,2511,1825,1095,727
E06000020,male,4349,2340,8156,5389,5252,5413,6459,6413,5421,4747,4776,4217,3023,2116,1325,664,236
E06000021,female,5544,2852,13119,8995,8035,7434,8543,8357,7786,7161,6899,6425,4864,4114,3411,2086,1150
E06000021,male,5879,2976,13250,9109,8353,7770,8952,8836,8138,7192,6904,6355,4490,3381,2345,1168,391
E06000022,female,3824,1970,12042,4698,4749,4997,6145,6491,5812,5319,5252,5087,3781,3281,2945,2034,1290
E06000022,male,4019,2011,12128,5320,4742,4851,5934,6275,5529,5025,4892,4741,3381,2792,2089,1201,534
E06000023,female,8715,4387,29225,20093,18120,14501,13578,13587,11977,10236,9599,8379,6500,5851,5018,3702,2499
E06000023,male,8935,4330,29014,20929,19483,15729,14502,13794,11941,10430,9707,8204,6017,4625,3562,1937,896
E06000024,female,4580,2364,6715,5165,5629,6136,7419,7934,7165,6530,7192,7094,5120,4440,3632,2652,1802
E06000024,male,4775,2450,6912,5005,5367,5873,7293,7899,6732,6257,6600,6854,4697,3722,2648,1422,723
E06000025,female,6163,3347,10810,7953,8255,8492,10290,11067,9065,7765,7571,7470,5641,4856,3664,2260,1456
E06000025,male,6680,3709,11881,8036,8004,8484,9904,10745,9305,7563,7352,7235,5130,4137,2790,1378,588
E06000026,female,5415,2776,16112,9071,8056,7333,8798,8952,8277,7243,7359,6869,5192,4541,3637,2260,1544
E06000026,male,5674,3004,17803,9523,8154,7288,8435,8680,8263,7114,6887,6663,4634,3682,2554,1321,575
E06000027,female,2865,1507,4625,3443,3323,3405,4410,4876,4699,4390,4920,4929,3666,3191,2617,2067,1390
E06000027,male,3033,1638,4864,3358,2963,3209,4112,4715,4414,4149,4450,4790,3309,2738,1902,1135,561
E06000030,female,4986,2559,8528,7702,7723,7571,8062,8198,7126,5972,5341,4891,3542,3063,2517,1647,913
E06000030,male,5060,2639,8583,7439,7830,8081,8661,8592,7436,6040,5302,4571,3313,2637,1853,1003,397
E06000031,female,4518,2400,7997,7734,7136,6285,6607,6552,5711,5071,4587,4055,2965,2775,2351,1460,807
E06000031,male,4599,2401,8383,7543,7382,6595,6676,6424,5702,4717,4520,3821,2730,2246,1611,831,331
E06000032,female,5280,2593,10605,9035,8218,6782,6857,6808,5835,4776,4202,3517,3072,2727,2081,1123,753
E06000032,male,5343,2762,11128,9723,8616,7138,6882,6722,5898,4783,4126,3426,2781,2477,1525,735,279
E06000033,female,4006,2063,6775,5616,5948,5956,6565,6464,5619,4848,5030,4939,3607,3162,2827,2092,1460
E06000033,male,4248,2195,6809,5439,6012,5793,6502,6483,5958,4814,4870,4504,3153,2649,1938,1135,492
E06000034,female,3998,2002,6657,5870,6255,6063,6227,5836,4857,4171,4126,3593,2568,2075,1695,1194,635
E06000034,male,4077,2140,6720,5404,5768,5877,6212,6190,5043,4314,4117,3377,2190,1714,1190,639,236
E06000035,female,6659,3459,13675,8915,8883,8508,9744,10056,9069,7484,7355,6719,4697,3991,2982,1916,1184
E06000035,male,7018,3659,14157,9208,8825,8416,9704,9999,8828,7585,7211,6409,4418,3266,2119,980,419
E06000036,female,2846,1551,4197,3849,4547,4277,4697,4687,4117,3231,2849,2501,1773,1532,1148,760,535
E06000036,male,3096,1638,4732,3922,4041,4232,4642,4718,4151,3395,2900,2289,1559,1332,846,464,177
E06000037,female,4085,2052,5151,4019,4843,5444,6241,6257,5629,4785,4759,4266,2892,2402,1895,1286,788
E06000037,male,4122,2146,5485,4102,4530,5099,6240,6340,5747,4810,4595,4179,2735,2114,1474,777,317
E06000038,female,3220,1571,9659,7499,7418,5749,5305,5021,4085,3471,3108,2779,2146,1891,1555,1050,729
E06000038,male,3160,1730,9213,7246,7785,6470,5777,5221,4477,3563,3066,2634,1978,1599,1135,678,291
E06000039,female,3525,1711,6002,6837,7232,5552,5061,4375,4022,3212,2549,1977,1586,1447,1150,671,447
E06000039,male,3706,1875,6100,5942,7167,6351,5401,4603,3941,3342,2762,1822,1484,1138,763,420,197
E06000040,female,3501,1766,4611,4357,4989,5244,5920,5701,4884,4101,4175,3986,2902,2564,2116,1380,998
E06000040,male,3902,1995,4958,4299,4776,5205,5681,5682,4982,4065,4006,3760,2584,2110,1568,842,389
E06000041,female,3756,1932,5279,4043,5058,5881,6323,6460,5723,4675,4575,4239,3051,2556,1884,1194,793
E06000041,male,4114,2081,5829,4043,4479,5568,6137,6356,5896,4706,4360,3898,2779,2268,1542,714,365
E06000042,female,6205,2972,9511,9609,10614,9929,9599,9242,8154,7313,6700,5168,3638,2849,2193,1515,967
E06000042,male,6449,3313,9504,9400,10569,9988,9430,9236,8137,6969,6429,4963,3170,2284,1564,827,353
E06000043,female,5209,2480,19745,10992,10855,10195,10607,10445,8083,6425,5922,5292,4033,3637,3201,2435,1660
E06000043,male,5501,2749,19151,11818,11536,10563,11155,10706,8220,6508,6131,5423,3707,3050,2244,1269,658
E06000044,female,4279,2233,14755,8198,6966,6266,6864,6918,6038,4874,4528,4236,3338,2940,2492,1753,1198
E06000044,male,4465,2314,17440,8747,7369,6603,7157,7077,6316,4890,4564,4261,2941,2310,1616,937,450
E06000045,female,4487,2514,19296,10189,9159,7237,6852,7282,6395,5479,5271,4849,3617,3196,2916,1954,1237
E06000045,male,4912,2449,21253,10818,9754,8368,7469,7530,6662,5627,5172,4564,3267,2583,1944,1107,469
E06000046,female,3135,1650,4646,3249,3146,3472,4828,5190,4824,4804,5286,5578,3880,3229,2885,2007,1419
E06000046,male,3339,1804,5224,3555,3261,3374,4265,5084,4735,4462,4906,5284,3749,2816,1997,1140,564
E06000047,female,11165,5713,24939,14913,14764,14443,18533,19871,18734,16963,17149,15659,12038,10095,7559,4740,2788
E06000047,male,11583,6076,25464,15142,14384,13803,17921,19680,17794,16431,16509,15235,10836,8465,5425,2714,1020
E06000049,female,8561,4230,13129,9495,9999,11503,14531,15142,13766,11873,12595,11946,8935,7561,6081,4037,2710
E06000049,male,8879,4703,14152,9271,9781,10886,13619,14721,13633,11640,12286,11641,8158,6486,4368,2406,1016
E06000050,female,7373,3797,14137,9347,9514,10062,12459,13108,12043,10542,10937,10057,7823,6558,5138,3389,2086
E06000050,male,7804,3989,13524,9184,8960,9613,11849,12543,11528,10323,10565,9833,7160,5411,3758,1916,810
E06000051,female,7230,3748,10565,7589,7782,8386,10819,11786,10971,10263,10983,10689,8066,6478,5188,3600,2335
E06000051,male,7472,4100,13151,8637,7961,8244,10889,11829,11135,9963,10420,10125,7373,5693,4036,2071,831
E06000052,female,12003,6096,20748,13321,13824,14845,19010,20196,19335,18707,20648,20339,13988,11691,9524,6597,4303
E06000052,male,12572,6643,21350,13251,13382,13900,17156,18970,18068,17190,19111,19470,13048,10190,7182,3745,1581
E06000053,female,53,11,89,63,76,61,99,79,81,74,67,84,56,47,44,23,21
E06000053,male,30,14,57,82,78,55,75,90,73,77,89,96,60,42,33,27,12
E06000054,female,11915,6005,16212,12405,12984,14746,18383,18969,17105,14831,15276,14341,10625,8820,7229,5038,3372
E06000054,male,12065,6045,19587,13971,12988,13749,17268,18400,17037,14559,14517,13721,9799,7870,5307,2932,1301
E06000055,female,3804,1963,6876,5089,5615,5246,5869,6099,5406,4531,4557,4008,2914,2802,2251,1468,898
E06000055,male,4308,2251,6932,4695,5129,5114,5795,5946,5272,4600,4402,3915,2756,2206,1609,922,331
E06000056,female,6008,3151,9249,7551,8634,8868,10153,10659,9452,7965,7903,7174,4951,4231,3211,1988,1182
E06000056,male,6455,3364,10183,7464,7745,8534,9891,10564,9561,7931,7693,7039,4668,3778,2501,1233,496
E06000057,female,6949,3591,11180,8192,8424,8510,11182,12601,12623,11490,12123,10894,7991,6753,5235,3336,2095
E06000057,male,7401,3981,11853,7999,8004,8332,10233,11847,11891,10974,11279,10627,7296,5854,3733,2056,828
E06000058,female,7534,3938,18382,12519,12743,11307,12629,13280,11954,10746,11490,11311,8496,8102,7438,5257,3734
E06000058,male,7900,4087,18885,12670,13654,12107,13343,13815,11883,10362,10824,10794,7728,6679,5168,3172,1604
E06000059,female,8358,4204,11477,7543,7992,9093,12154,13689,13503,12743,14505,14575,10812,9362,7837,5408,3608
E06000059,male,8766,4709,13612,7986,8086,8918,11710,13142,12821,11863,13152,13649,9940,8132,6117,3433,1474
E06000060,female,12857,6623,18512,13882,15555,16686,19947,20608,18339,15618,15051,14195,10627,9106,7225,4730,3101
E06000060,male,13592,6697,19045,13178,14630,16297,18918,20549,18454,15647,14484,13323,9441,7748,5281,2783,1163
E07000008,female,2007,1066,11052,5803,5215,3938,3630,3446,3040,2801,2457,2194,1610,1534,1337,1031,773
E07000008,male,2101,1165,12775,6693,5823,4358,3911,3732,3100,2657,2459,2001,1440,1260,929,585,323
E07000009,female,1902,960,2774,2494,2975,2986,3309,3291,2931,2493,2624,2515,1671,1480,1249,829,494
E07000009,male,2047,938,2985,2353,2813,3018,3264,3271,2902,2439,2533,2429,1671,1336,903,457,192
E07000010,female,2181,1199,3617,2840,2662,2646,3412,3588,3233,3116,3265,3087,2326,2033,1716,1069,687
E07000010,male,2295,1194,3728,2854,2713,2717,3268,3577,3209,3030,3142,3043,2195,1804,1305,661,229
E07000011,female,4014,2156,6212,5032,5309,5527,6653,6879,6053,5216,5460,5026,3578,2649,2136,1425,954
E07000011,male,4358,2154,6979,5053,5113,5489,6602,6829,6188,5162,5345,5014,3313,2494,1596,810,377
E07000012,female,3537,1907,4716,3967,4809,5235,6078,6105,5292,4564,4590,4390,2990,2475,2061,1461,904
E07000012,male,3732,1928,5455,4124,4737,5218,5801,5887,5281,4465,4576,4199,2762,2285,1636,886,398
E07000026,female,2149,1127,3267,2355,2441,2573,3640,3849,3592,3306,3612,3198,2575,2102,1668,1086,692
E07000026,male,2300,1249,3586,2417,2379,2431,3330,3722,3526,3280,3544,3263,2483,1815,1209,605,232
E07000027,female,1597,861,2696,1958,1786,1990,2559,2717,2337,2178,2273,2172,1712,1308,1008,663,457
E07000027,male,1621,897,2915,2031,1791,1814,2485,2711,2545,2128,2244,2160,1638,1110,729,345,169
E07000028,female,2278,1177,5097,3349,3051,3141,3840,4073,3969,3500,3467,3149,2502,2172,1762,1181,647
E07000028,male,2260,1188,4716,3175,3215,3036,3867,3987,3988,3409,3381,3092,2292,1757,1225,644,313
E07000029,female,1553,777,2526,1892,1892,2005,2518,2819,2604,2363,2397,2100,1803,1417,1075,672,373
E07000029,male,1541,906,2883,2013,1948,1848,2456,2834,2820,2478,2537,2242,1650,1258,840,379,142
E07000030,female,1154,583,1672,1148,1194,1342,1983,2081,2032,1926,2061,1862,1480,1153,961,673,387
E07000030,male,1258,612,2068,1224,1167,1284,1811,2095,2012,1782,2109,1919,1401,1040,714,363,157
E07000031,female,2160,1167,2912,2243,2418,2703,3694,4169,3943,3733,4124,4124,2983,2543,2252,1508,926
E07000031,male,2358,1292,3418,2191,2341,2520,3448,3801,3748,3633,3971,4096,2901,2191,1588,866,379
E07000032,female,2959,1528,4408,3354,3465,3703,4789,4998,4333,4049,4296,4059,2734,2344,1814,1262,898
E07000032,male,2920,1505,4657,3112,3193,3673,4715,4877,4388,3994,4335,4018,2720,1915,1330,725,294
E07000033,female,1818,964,3007,2342,2180,2273,3077,3042,2538,2384,2383,2383,1653,1447,1164,743,455
E07000033,male,1809,987,3144,2278,2094,2261,2966,3048,2701,2389,2354,2365,1626,1200,777,381,160
E07000034,female,2363,1245,4270,2969,3090,3181,3875,4144,3611,3264,3284,3253,2385,1976,1646,1234,688
E07000034,male,2531,1398,4185,2981,3049,2993,3851,4068,3680,3356,3263,3025,2154,1601,1163,659,271
E07000035,female,1663,904,2058,1336,1352,1832,2614,2974,2759,2627,2909,2748,1945,1639,1281,922,606
E07000035,male,1808,886,2410,1494,1435,1730,2507,2970,2777,2546,2840,2706,1793,1452,917,532,204
E07000036,female,2477,1446,4645,3429,3446,3497,4442,4671,3852,3348,3447,3412,2464,2157,1720,1152,710
E07000036,male,2592,1477,4636,3090,3170,3351,4317,4575,4033,3370,3364,3256,2274,1780,1238,597,294
E07000037,female,2223,1136,3530,2309,2495,2652,3534,3901,3526,2924,3076,2831,2019,1608,1290,791,559
E07000037,male,2259,1181,3839,2404,2251,2488,3539,3805,3497,3097,3098,2729,1813,1304,895,460,199
E07000038,female,2124,1156,3489,2457,2462,2817,3677,3970,3646,3359,3718,3692,2703,2137,1711,1003,652
E07000038,male,2209,1291,3804,2377,2354,2636,3498,3871,3726,3406,3456,3501,2485,1878,1217,650,288
E07000039,female,2376,1176,3433,2807,3137,3190,3998,3847,3385,2947,3023,2646,1832,1496,1228,772,441
E07000039,male,2662,1305,3608,2611,2908,3110,3879,3933,3324,2972,2921,2744,1776,1235,891,432,170
E07000040,female,2842,1577,3734,2651,2780,3305,4466,4915,4651,4691,5324,5676,4362,3892,3421,2500,1725
E07000040,male,2991,1529,4921,2901,2668,2952,4029,4525,4305,4178,4848,5191,3943,3198,2548,1517,739
E07000041,female,2147,1100,10290,4432,4109,3518,3704,3917,3455,3083,3028,2774,2181,1913,1889,1325,885
E07000041,male,2173,1161,10176,4616,4263,3695,3780,3765,3383,2865,2772,2526,1801,1569,1098,675,288
E07000042,female,1908,1003,2564,1928,2042,2157,2851,3080,2887,2684,2779,2673,1945,1573,1319,916,589
E07000042,male,1970,1082,2675,1940,1804,2043,2729,2821,2754,2541,2770,2651,1813,1404,997,568,235
E07000043,female,2098,1107,3175,2298,2356,2513,3193,3542,3389,3161,3434,3542,2529,2070,1776,1225,859
E07000043,male,2202,1099,3766,2305,2399,2350,2996,3380,3200,2911,3279,3315,2305,1879,1309,671,336
E07000044,female,1809,928,2385,1659,1793,2016,2836,3468,3407,3254,3618,3596,2328,2022,1549,1180,690
E07000044,male,1948,1017,2913,1802,1614,1770,2475,3087,3044,2975,3385,3347,2173,1784,1243,654,316
E07000045,female,2657,1433,3986,2728,2895,3299,4390,5063,4676,4492,4908,4810,3446,2930,2499,1911,1279
E07000045,male,3001,1484,4335,2803,2857,2969,4022,4680,4472,4166,4434,4632,3157,2487,1814,1098,474
E07000046,female,1338,745,2203,1401,1472,1681,2144,2395,2464,2364,2724,2581,1818,1526,1144,806,552
E07000046,male,1495,813,2319,1332,1399,1478,2067,2371,2236,2177,2573,2518,1875,1344,953,470,206
E07000047,female,1227,590,1606,1183,1229,1344,1790,2120,2153,1983,2231,2129,1474,1233,1009,739,526
E07000047,male,1277,647,1755,1196,1230,1238,1697,2069,1994,1850,2050,2149,1439,1125,751,368,188
E07000061,female,2163,1160,4084,2889,3043,2929,3270,3553,3191,2994,3239,3238,2543,2350,2278,1690,1268
E07000061,male,2318,1190,4357,2925,2872,2757,3183,3325,3031,2643,3009,2934,2160,1842,1507,968,485
E07000062,female,2106,1081,4103,2823,2721,2584,3235,3497,3125,2967,2897,2585,1810,1555,1266,999,747
E07000062,male,2154,1164,3916,2732,2690,2776,3276,3474,3013,2619,2736,2612,1664,1305,890,490,247
E07000063,female,2151,1105,3219,2216,2421,2841,3523,3862,3474,3313,3485,3572,2682,2341,2029,1433,1065
E07000063,male,2358,1186,3533,2429,2253,2432,3189,3747,3507,3056,3398,3156,2277,1942,1501,822,404
E07000064,female,2045,1016,2668,1659,1762,1998,2846,3384,3243,3191,3815,4057,3001,2657,2359,1752,1315
E07000064,male,2150,1134,2976,1735,1559,1770,2644,3182,3008,2954,3341,3702,2596,2321,1629,1058,514
E07000065,female,3641,1829,4684,3042,3401,4166,5491,6205,5638,5190,5650,5907,4181,3496,2924,2002,1453
E07000065,male,3741,1885,4976,3238,3002,3501,5012,5924,5425,4925,5159,5369,3725,3062,2187,1223,544
E07000066,female,4310,2198,7183,5832,6057,5948,6642,6775,6041,5181,5005,4781,3537,3272,2510,1562,895
E07000066,male,4501,2404,7303,5379,5604,5624,6457,6472,5827,4813,4753,4300,2930,2547,1794,831,386
E07000067,female,3455,1786,5509,4292,4531,4889,5754,6009,5028,4661,4793,4498,2925,2383,2057,1448,1019
E07000067,male,3714,1860,5628,4078,4263,4677,5654,5679,5083,4552,4519,4242,2790,2090,1543,834,329
E07000068,female,1876,934,2550,2010,2205,2476,2748,3193,2720,2292,2231,2226,1661,1558,1368,867,585
E07000068,male,1826,1022,2756,1907,2073,2196,2615,2949,2701,2215,2159,2045,1390,1255,944,570,239
E07000069,female,2027,1060,3340,2048,2116,2466,3181,3323,3004,2901,3370,3479,2602,2044,1504,947,606
E07000069,male,2208,1172,3559,2194,2038,2320,2927,3279,3062,2808,3037,3204,2108,1822,1180,559,239
E07000070,female,3697,2034,6859,5270,5580,5616,6447,6552,5814,5120,5169,4930,3471,2959,2426,1595,968
E07000070,male,4119,2076,6737,5417,5390,5620,6356,6360,5708,5065,4837,4613,3012,2674,1825,973,407
E07000071,female,3760,1930,9740,5961,5879,5676,6343,6495,5453,4931,5234,4768,3360,2831,2275,1568,1012
E07000071,male,4066,2063,10235,6201,5692,5815,6309,6043,5473,4569,4760,4471,3099,2490,1662,960,360
E07000072,female,2818,1495,4680,3563,3971,4228,4977,5154,4572,3917,3869,3808,2687,2353,2018,1417,930
E07000072,male,3028,1571,4886,3310,3577,3925,4437,4913,4379,3780,3704,3573,2364,1976,1530,812,353
E07000073,female,1899,1011,3420,3131,3138,2792,3056,3055,2855,2447,2035,1827,1531,1530,1299,722,402
E07000073,male,2063,1072,3343,2888,3037,2742,2827,2970,2749,2356,1974,1643,1171,1047,890,397,157
E07000074,female,1432,713,1985,1217,1433,1828,2392,2560,2351,2184,2399,2398,1561,1177,958,594,444
E07000074,male,1587,788,2226,1276,1358,1619,2201,2490,2388,2167,2355,2268,1476,1213,708,357,156
E07000075,female,2069,1081,3032,1801,2138,2559,3288,3329,2991,2685,2894,2905,2097,1821,1442,927,551
E07000075,male,2175,1122,3168,1938,2028,2453,3150,3310,2962,2686,2632,2725,1864,1583,1112,553,181
E07000076,female,3038,1605,4663,2934,2938,3361,4422,4830,4747,4593,5500,6063,4512,3891,3263,2244,1515
E07000076,male,3230,1689,5043,2896,2694,2980,4072,4553,4481,4231,4756,5519,4096,3447,2402,1359,573
E07000077,female,2107,1080,2626,1782,2253,2582,3344,3493,3104,2595,2494,2386,1640,1331,1149,775,559
E07000077,male,2227,1155,2900,1832,2041,2410,3116,3362,3078,2648,2505,2382,1551,1235,866,478,214
E07000078,female,2580,1443,6332,4439,4109,3529,3809,4269,3654,3151,3213,2989,2286,2101,1760,1373,882
E07000078,male,2597,1308,5870,4503,4545,3892,4035,4117,3692,3120,3032,2630,2012,1648,1215,826,333
E07000079,female,1839,984,2720,1702,1826,2327,3102,3509,3297,2990,3132,3040,2272,1895,1640,1175,765
E07000079,male,2031,948,3070,1707,1738,2161,2944,3226,3058,2849,2970,2839,2066,1673,1203,658,283
E07000080,female,1943,1073,3004,1773,1848,2159,3052,3270,3106,2922,3170,2950,2128,1728,1350,933,609
E07000080,male,1980,1230,3444,1849,1807,2042,2955,3242,3002,2797,3015,2863,2089,1530,967,542,235
E07000081,female,2858,1460,5743,4527,4288,3839,4496,4748,4176,3333,3287,3063,2191,1880,1653,1107,652
E07000081,male,3030,1641,5896,4140,4405,4020,4646,4626,4194,3404,3103,2717,2077,1601,1141,604,239
E07000082,female,2653,1376,3744,2432,2743,3348,4363,4642,4388,3835,4048,3769,2739,2298,1855,1251,833
E07000082,male,2815,1535,4078,2473,2780,3256,4318,4516,4200,3843,3892,3550,2532,1970,1348,729,296
E07000083,female,1826,949,2734,2102,2367,2508,3051,3312,3100,2726,2808,2818,2125,1695,1428,942,621
E07000083,male,1995,973,2856,2065,2208,2489,3088,3285,2911,2553,2680,2599,1951,1483,1028,538,257
E07000084,female,4019,1983,6002,5835,6008,6105,6920,6946,5859,4893,4862,4505,3137,2498,1873,1229,765
E07000084,male,4272,2228,6087,5285,5798,5937,6728,6966,6176,4928,4787,4241,2892,2165,1482,805,314
E07000085,female,2944,1526,3824,2492,2951,3407,4527,5045,4541,3904,3989,3800,2850,2270,1909,1343,868
E07000085,male,3021,1661,4335,2653,2544,3129,4084,4617,4472,3903,3793,3664,2436,2033,1392,760,332
E07000086,female,2904,1517,4903,3753,4261,4361,4711,4976,4535,3972,3944,3450,2641,2179,1799,1214,744
E07000086,male,3129,1619,4994,3664,3811,4011,4615,4798,4518,3960,3693,3371,2323,1912,1324,700,297
E07000087,female,2619,1327,3813,2829,2836,3371,4431,4616,4220,3581,3777,3870,2857,2441,1969,1282,830
E07000087,male,2852,1437,4553,2909,2868,3107,4009,4382,4205,3491,3513,3587,2476,2137,1537,749,334
E07000088,female,1945,1041,3367,2633,2543,2638,2983,3086,2921,2420,2459,2358,1712,1573,1257,833,513
E07000088,male,2021,1046,3622,2696,2560,2548,2866,3032,2978,2435,2385,2194,1499,1266,926,503,201
E07000089,female,2251,1063,2682,2181,2756,3370,3727,3906,3278,2751,2823,2806,1978,1579,1121,753,548
E07000089,male,2351,1303,3210,2530,2532,3288,3648,3870,3293,2716,2617,2497,1825,1374,924,492,195
E07000090,female,2890,1520,4671,3274,3089,3282,4302,4649,4410,3910,3943,4145,3120,2793,2306,1454,885
E07000090,male,3042,1541,5056,3181,3059,2991,3844,4367,4279,3771,3716,3745,2708,2319,1812,877,395
E07000091,female,3739,1969,5709,3884,4046,4870,5968,6895,6336,6089,6752,6937,5175,4665,3932,2932,1986
E07000091,male,4025,2098,6008,3813,3853,4253,5482,6297,6102,5713,6142,6401,4650,3999,3024,1810,868
E07000092,female,2199,1198,4134,3688,3817,3676,3706,3691,2902,2414,2221,1956,1440,1177,925,690,434
E07000092,male,2248,1225,4627,3715,3843,3734,3748,3710,3059,2398,2117,2020,1369,987,655,355,154
E07000093,female,2777,1482,4043,2753,3175,3772,4577,4947,4383,3694,3967,3873,2617,2209,1728,1216,825
E07000093,male,2941,1515,4275,2782,2790,3483,4290,4805,4387,3816,3682,3655,2462,1992,1310,654,286
E07000094,female,2636,1445,5943,2746,3361,3695,4232,4676,4081,3630,3707,3572,2639,2204,1955,1398,965
E07000094,male,3067,1884,5046,2801,2936,3517,4091,4356,4073,3556,3541,3397,2376,1912,1446,711,389
E07000095,female,2324,1156,3920,3027,3236,3120,3755,3864,3279,2670,2574,2483,2044,1706,1422,840,442
E07000095,male,2450,1201,3874,2833,3056,2972,3450,3489,3107,2557,2385,2352,1656,1427,1009,474,172
E07000096,female,3506,1898,5403,4520,4980,5070,5623,5702,5329,4508,4046,3672,2625,2554,2171,1383,885
E07000096,male,3589,1879,5650,4311,4779,5075,5513,5638,5214,4526,3976,3448,2245,2070,1529,893,357
E07000098,female,2426,1323,4069,3223,3364,3405,3912,4093,3507,2932,2805,2678,1904,1734,1491,1104,744
E07000098,male,2603,1382,3889,2942,2996,3236,3522,3748,3401,2886,2642,2445,1591,1411,1065,631,292
E07000099,female,3060,1573,4163,3862,4333,4573,5066,5246,4349,3748,3730,3361,2576,2352,1901,1340,912
E07000099,male,3110,1602,4404,3612,4174,4473,4892,5103,4483,3706,3523,3349,2311,2044,1418,732,340
E07000102,female,2288,1129,3194,2386,2974,3115,3467,3671,3161,2703,2545,2360,1784,1630,1347,909,639
