ltla,sex,12-15,16-17,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
E06000055,female,3809,1972,6243,4972,5764,6039,5692,6152,6165,5167,4480,4576,3552,2685,2377,1616,1062
E06000055,male,4130,2250,7088,4863,5360,5462,5630,6197,6048,5212,4335,4401,3299,2449,1719,1047,470
E06000056,female,6054,3041,8941,8745,9310,9722,9643,10469,10842,9054,7794,8059,6216,4404,3483,2163,1299
E06000056,male,6313,3137,10094,8581,8762,8943,9369,10226,10581,9163,7493,7727,5848,4049,2885,1522,674
E06000057,female,6503,3404,10108,8266,8597,8566,9340,11689,12963,12739,11467,12536,9301,7183,5368,3492,2267
E06000057,male,6768,3610,11340,8291,7851,8271,8931,10698,12079,11789,10935,11593,8867,6270,4341,2277,1034
E06000058,female,7291,3779,18741,11511,12721,12391,11754,13023,13403,11905,10842,12394,9998,7854,6952,5368,3657
E06000058,male,7554,4206,19000,12520,12971,13243,12454,13705,13682,11558,10147,11420,9256,6861,5283,3293,1742
E06000059,female,7530,4235,10491,8213,8283,8775,10401,13091,14313,13948,13502,16067,13231,9739,7937,5640,3773
E06000059,male,8144,4454,12570,9536,7627,8664,9880,12315,13813,13035,12361,14689,12333,8743,6359,3864,1806
E06000060,female,12683,6560,17966,14955,15780,17918,18555,20920,19918,17345,14571,15067,12437,9693,7810,5216,3641
E06000060,male,13379,6901,19349,13929,14563,16703,18319,19890,20260,17332,14414,14002,11159,8127,6124,3236,1490
E07000008,female,2131,1151,11818,4565,4027,3981,3546,3417,3305,2816,2590,2286,1847,1483,1307,992,794
E07000008,male,2211,1170,13294,7158,5072,4542,3527,3764,3541,2832,2360,2199,1616,1243,964,611,366
E07000009,female,1854,941,2543,2454,2884,3096,3141,3353,3299,2797,2558,2743,2142,1534,1225,912,577
E07000009,male,2048,1085,2844,2279,2520,2940,3175,3311,3212,2758,2389,2585,2083,1503,1037,555,241
E07000010,female,2096,1074,3622,2944,3001,2628,2927,3562,3632,3223,3254,3452,2706,2084,1698,1214,752
E07000010,male,2086,1143,3833,3053,2869,2649,2982,3444,3656,3223,3078,3330,2670,1890,1334,768,320
E07000011,female,3763,1928,5657,5395,5413,5670,5835,6706,6820,5781,5088,5612,4348,3207,2252,1547,1077
E07000011,male,3955,2128,6094,5706,5372,5535,5976,6711,6720,5924,4984,5417,4263,2834,1872,998,467
E07000012,female,3625,1788,4657,3991,4728,5520,5719,6248,5900,4956,4442,4707,3678,2754,2105,1532,1001
E07000012,male,3822,1816,4928,4148,4452,5312,5776,5837,5801,5095,4214,4470,3568,2373,1776,1035,500
E07000026,female,1924,1068,3159,2404,2488,2560,2854,3868,3867,3585,3301,3718,2725,2229,1697,1138,741
E07000026,male,2069,1123,3681,2567,2492,2415,2621,3665,3767,3478,3197,3630,2749,2059,1315,681,317
E07000027,female,1407,766,2539,2032,1932,1741,2106,2636,2628,2280,2071,2246,1833,1486,1016,637,438
E07000027,male,1474,765,2802,2062,1879,1724,1890,2510,2633,2343,2002,2215,1799,1283,787,406,157
E07000028,female,2164,1105,4631,3163,3302,3060,3326,3942,4097,3867,3381,3528,2764,2244,1787,1164,792
E07000028,male,2256,1058,4315,3010,3147,3061,3259,3808,4000,3890,3256,3427,2559,1937,1347,687,350
E07000029,female,1332,703,2275,1977,1916,1835,2117,2590,2774,2544,2222,2410,1760,1516,1119,651,445
E07000029,male,1431,704,2829,2008,1936,1787,1938,2509,2848,2648,2349,2516,1856,1384,908,435,160
E07000030,female,1013,571,1546,1135,1219,1278,1502,2087,2201,2031,1944,2115,1658,1297,925,738,499
E07000030,male,1039,607,1804,1350,1188,1191,1412,1925,2143,2001,1900,2127,1674,1183,786,396,197
E07000031,female,2029,1054,2884,2103,2328,2569,3081,3994,4267,4034,3798,4345,3532,2688,2153,1583,1016
E07000031,male,2238,1226,3627,2350,2231,2407,2732,3605,4036,3833,3665,4284,3393,2517,1660,973,446
E07000032,female,2511,1425,4501,3463,3559,3633,4128,4942,4940,4280,3980,4472,3525,2433,1852,1254,925
E07000032,male,2650,1446,4495,3360,3268,3341,4028,4924,4900,4270,3983,4437,3308,2213,1419,776,392
E07000033,female,1572,919,2960,2371,2493,2127,2521,3156,2981,2626,2311,2403,2079,1457,1140,697,515
E07000033,male,1637,939,3156,2356,2416,2172,2427,3098,2965,2638,2331,2413,1995,1331,863,414,150
E07000034,female,1954,1141,4087,3314,2964,3133,3402,3977,4020,3592,3128,3430,2733,2118,1624,1117,788
E07000034,male,2046,1248,4259,3126,3188,2897,3275,3875,3992,3622,3173,3254,2511,1779,1198,646,307
E07000035,female,1523,806,2106,1358,1467,1600,2155,2813,3073,2764,2656,3028,2341,1761,1356,924,640
E07000035,male,1552,850,2389,1690,1422,1499,2059,2730,3047,2773,2573,2936,2313,1511,1073,530,261
E07000036,female,2308,1248,4290,3762,3607,3452,3788,4603,4589,3693,3273,3561,2906,2217,1813,1152,817
E07000036,male,2482,1283,4470,3649,3141,3223,3620,4399,4551,3847,3163,3316,2680,1973,1368,707,343
E07000037,female,1946,1125,3452,2398,2491,2589,2902,3655,3851,3456,2870,3097,2450,1757,1332,842,552
E07000037,male,1950,1079,3730,2668,2400,2321,2756,3653,3784,3382,2977,3090,2245,1452,1006,532,222
E07000038,female,2074,1060,3472,2588,2644,2682,3079,3952,3922,3614,3407,3783,3280,2398,1733,1088,617
E07000038,male,2036,1067,3723,2646,2458,2397,2984,3666,3825,3592,3273,3573,3047,2150,1374,731,354
E07000039,female,2228,1272,3414,3149,3193,3341,3494,4053,3990,3162,3037,3043,2293,1602,1251,877,415
E07000039,male,2416,1317,3769,2869,2963,3053,3425,4089,3841,3194,2927,3009,2258,1458,904,537,188
E07000040,female,2661,1405,3783,2958,3094,3342,3940,4933,5191,4988,5176,5983,5286,4102,3296,2464,1759
E07000040,male,2824,1554,4552,3313,2912,3088,3627,4471,4739,4541,4539,5626,4791,3510,2640,1594,856
E07000041,female,2034,1150,11720,5173,4316,3684,3453,3712,3821,3280,2967,3114,2448,2035,1657,1351,1004
E07000041,male,2177,1112,11505,6283,4614,3949,3670,3695,3647,3146,2683,2744,2090,1616,1162,690,332
E07000042,female,1723,985,2499,2066,2096,2179,2423,3075,3153,2823,2735,2881,2267,1735,1315,940,649
E07000042,male,1895,947,2759,1836,2033,1916,2340,2870,2885,2714,2553,2858,2279,1524,1045,617,297
E07000043,female,1870,992,2954,2405,2406,2478,2750,3399,3629,3473,3134,3587,3101,2224,1723,1217,909
E07000043,male,2060,1024,3417,2655,2288,2413,2600,3255,3467,3245,2921,3447,2792,1934,1424,794,354
E07000044,female,1749,932,2145,1639,1899,2064,2372,3210,3634,3506,3360,3797,3085,2045,1680,1087,726
E07000044,male,1809,937,2766,2034,1683,1769,2171,2719,3225,3165,3084,3550,2791,1894,1350,749,373
E07000045,female,2502,1310,3807,3224,3226,3341,3861,4735,5251,4880,4747,5320,4275,3071,2451,1905,1390
E07000045,male,2699,1495,4247,3205,2967,3250,3387,4432,5013,4488,4281,4906,4026,2638,1875,1142,541
E07000046,female,1323,710,1944,1623,1467,1666,1919,2384,2563,2681,2558,2974,2249,1588,1221,813,573
E07000046,male,1413,724,2213,1607,1451,1527,1664,2278,2497,2413,2445,2813,2204,1509,1032,537,238
E07000047,female,1064,569,1472,1225,1161,1356,1601,1958,2308,2153,2103,2361,1853,1325,1021,743,539
E07000047,male,1174,636,1610,1266,1187,1244,1358,1891,2179,2083,1939,2216,1906,1217,842,453,201
E07000061,female,2073,1057,3936,2629,3048,3031,3122,3431,3609,3270,3165,3677,2966,2411,2088,1741,1249
E07000061,male,2117,1195,4333,2844,2976,2874,2940,3383,3430,3108,2721,3321,2647,2016,1499,1035,594
E07000062,female,1923,1053,3786,3074,2826,2663,2780,3474,3519,3250,2842,3017,2175,1585,1239,955,780
E07000062,male,2019,1082,3817,2823,2813,2667,2853,3436,3476,2896,2577,2850,2123,1364,945,556,286
E07000063,female,2161,1104,3117,2421,2492,2777,3256,3805,3881,3486,3415,3723,3217,2440,2076,1522,1154
E07000063,male,2342,1177,3520,2446,2485,2439,2874,3575,3842,3415,3097,3539,2730,2049,1547,924,468
E07000064,female,1739,951,2736,1952,1808,2043,2452,3159,3629,3471,3559,4559,3673,2803,2224,1746,1256
E07000064,male,1833,997,3163,1997,1672,1751,2237,2975,3455,3190,3207,4015,3360,2381,1775,1051,610
E07000065,female,3447,1790,4802,3539,3650,4080,4929,6091,6454,5740,5478,6366,5259,3814,3025,2142,1565
E07000065,male,3579,1855,5222,3482,3449,3524,4281,5578,6144,5586,4989,5610,4834,3194,2470,1374,659
E07000066,female,4089,2148,7028,6301,6497,6278,6168,6746,6659,5791,4919,5095,3997,3171,2614,1660,991
E07000066,male,4275,2318,7167,5969,5847,5925,5893,6558,6251,5600,4508,4612,3517,2529,1879,1056,407
E07000067,female,3290,1657,5071,4454,4574,4728,5133,5930,5860,4925,4504,5086,3694,2639,2045,1506,1069
E07000067,male,3607,1851,5486,4221,4394,4315,4980,5764,5619,4816,4357,4539,3547,2382,1636,941,455
E07000068,female,1767,912,2677,2231,2333,2528,2602,2961,3113,2537,2059,2237,1914,1546,1364,965,649
E07000068,male,1838,919,2735,2250,2149,2345,2373,2828,2983,2499,2027,2127,1655,1211,1032,591,306
E07000069,female,1884,1090,3204,2354,2251,2314,2725,3310,3275,2958,2960,3693,2990,2305,1658,977,621
E07000069,male,1956,1069,3614,2462,2179,2167,2525,3133,3232,3090,2664,3189,2665,1851,1340,664,303
E07000070,female,3852,1892,6304,5483,5606,5798,5977,6542,6380,5432,4837,5378,4183,3139,2472,1713,1071
E07000070,male,4024,2086,6612,5587,5704,5526,6055,6399,6208,5325,4693,4781,3780,2648,2094,1160,515
E07000071,female,3807,1929,9633,7065,6174,5998,6018,6518,6379,5253,4774,5500,4095,3035,2369,1600,1054
E07000071,male,3934,2031,10768,7348,6316,6020,6082,6423,6111,5151,4471,4758,3763,2629,1924,1007,451
E07000072,female,2739,1460,4552,4044,4009,4423,4432,5114,5207,4337,3722,3849,3200,2391,1998,1479,1024
E07000072,male,2779,1473,4943,3895,3587,3953,4113,4713,4773,4151,3456,3582,2901,1991,1526,960,440
E07000073,female,1865,947,3167,3127,3454,3025,2865,2998,2985,2716,2244,1979,1605,1381,1273,858,463
E07000073,male,1953,1059,3513,2770,3088,3062,2665,2803,2877,2537,2141,1823,1277,1019,782,520,185
E07000074,female,1297,727,1963,1462,1368,1660,2068,2608,2524,2372,2255,2533,2019,1414,1012,696,433
E07000074,male,1366,806,2222,1531,1225,1493,1855,2363,2582,2376,2216,2477,1935,1268,914,413,182
E07000075,female,1852,1025,3069,2170,2119,2408,2858,3460,3328,2899,2656,3093,2572,1881,1520,985,599
E07000075,male,1921,1011,3298,2313,1995,2219,2727,3226,3344,2873,2540,2860,2242,1670,1226,614,263
E07000076,female,2670,1517,4710,3332,3085,3272,3845,4806,5279,5076,5159,6517,5463,4059,3196,2159,1509
E07000076,male,3012,1615,5085,3469,2816,2848,3431,4478,4820,4735,4616,5746,5020,3709,2567,1451,665
E07000077,female,2148,1056,2642,2094,2293,2790,3109,3523,3572,3019,2457,2608,2086,1508,1203,888,648
E07000077,male,2249,1162,2938,2105,1979,2517,2810,3471,3362,3008,2487,2566,2039,1309,1018,524,272
E07000078,female,2578,1408,6000,4121,4080,3724,3647,3795,4217,3455,3107,3309,2669,2136,1791,1312,958
E07000078,male,2474,1293,5276,4121,4400,4035,3762,4019,3943,3496,2948,2972,2287,1834,1285,792,444
E07000079,female,1822,913,2883,1803,1867,2238,2728,3395,3608,3340,3059,3269,2775,2059,1681,1134,800
E07000079,male,1795,1016,3130,1776,1793,1963,2540,3245,3370,3090,2912,3041,2531,1782,1317,752,361
E07000080,female,1707,1094,3148,2016,1974,2011,2559,3247,3462,3166,3069,3316,2584,1861,1401,938,671
E07000080,male,1777,1071,3596,2107,1860,1881,2407,3189,3353,3079,2936,3170,2527,1770,1115,577,281
E07000081,female,2824,1450,5305,4665,4662,4110,3971,4674,4709,3967,3241,3332,2769,1955,1562,1110,744
E07000081,male,2829,1595,5800,4202,4440,4146,4231,4719,4578,3908,3210,3057,2380,1731,1194,693,304
E07000082,female,2633,1353,3574,2941,2899,3266,3990,4625,4771,4249,3807,4279,3279,2467,1906,1287,815
E07000082,male,2719,1501,3931,2870,2761,3180,3927,4558,4466,4143,3827,3895,3067,2226,1466,807,300
E07000083,female,1808,952,2605,2556,2556,2692,2794,3254,3401,3100,2850,3006,2489,1946,1486,1011,721
E07000083,male,1900,1032,2782,2375,2376,2562,2847,3334,3319,2886,2624,2834,2253,1736,1111,644,294
E07000084,female,3782,1992,5853,5411,6159,6187,6263,6854,6769,5567,4549,4897,3838,2786,2072,1275,884
E07000084,male,3938,2181,6201,5217,5803,5902,6158,6794,6838,5651,4524,4552,3525,2421,1662,885,433
E07000085,female,2706,1450,3873,2684,2673,3411,4037,4799,5105,4416,3727,4184,3390,2637,1968,1408,997
E07000085,male,2865,1482,4014,2717,2562,2771,3632,4392,4601,4394,3695,3866,3197,2110,1643,919,439
E07000086,female,2774,1422,4332,4206,4097,4427,4455,4719,4923,4305,3766,3935,3065,2413,1844,1323,835
E07000086,male,2980,1523,4740,4006,3828,4027,4162,4694,4640,4241,3707,3645,2773,2078,1458,867,395
E07000087,female,2444,1325,3841,2984,3135,3130,3855,4518,4655,4056,3545,3982,3467,2573,2108,1388,886
E07000087,male,2582,1445,4625,3219,2979,3142,3466,4185,4387,4092,3346,3699,3053,2241,1665,925,401
E07000088,female,1846,1024,3166,2608,2765,2432,2731,3083,3072,2824,2402,2647,2120,1524,1320,875,559
E07000088,male,1899,1078,3785,2882,2768,2505,2572,2885,3090,2855,2317,2565,1887,1342,957,550,246
E07000089,female,2237,1080,2653,2215,2501,3178,3780,3762,3723,3035,2549,2943,2440,1839,1299,880,586
E07000089,male,2361,1207,2977,2851,2547,2957,3645,3757,3802,2984,2440,2608,2119,1589,1094,564,292
E07000090,female,2611,1452,4667,3609,3388,3142,3554,4683,4741,4466,3877,4250,3640,2927,2303,1599,1019
E07000090,male,2660,1562,5007,3503,3228,2940,3253,4003,4444,4232,3696,3917,3239,2376,1814,1081,484
E07000091,female,3531,1843,5384,4120,4078,4424,5435,6350,7122,6499,6301,7400,6179,4812,3976,2970,2286
E07000091,male,3738,1983,5827,4354,3644,3996,4728,5804,6603,6175,5835,6728,5630,4103,3228,2021,1030
E07000092,female,1864,1104,3708,3609,3643,3581,3613,3539,3474,2662,2244,2152,1655,1351,932,658,479
E07000092,male,2096,1086,4260,3940,3763,3573,3607,3647,3527,2905,2075,2144,1611,1162,694,381,181
E07000093,female,2683,1394,3918,3375,3346,3660,4271,4748,4953,4151,3676,4137,3429,2400,1917,1289,882
E07000093,male,2732,1390,4204,3258,3082,3372,4019,4548,4826,4241,3510,3867,3107,2126,1591,805,358
E07000094,female,2695,1346,6612,2965,3089,3799,4111,4318,4667,3973,3489,3842,3143,2459,1933,1519,1023
E07000094,male,2989,1683,5698,3072,3017,3307,3998,4230,4432,3958,3380,3556,2899,2142,1525,942,421
E07000095,female,2083,1123,3599,3177,3335,3387,3306,3807,3691,3079,2511,2572,2102,1856,1489,967,520
E07000095,male,2336,1221,3804,3151,2947,3126,2986,3477,3349,2906,2270,2383,1933,1463,1062,605,238
E07000096,female,3390,1802,5113,4855,5304,5427,5371,5653,5751,5019,4113,4018,3108,2464,2142,1518,1011
E07000096,male,3511,1723,5343,4841,4987,5174,5401,5593,5601,4938,4169,3711,2819,1956,1571,935,479
E07000098,female,2428,1181,3634,3263,3536,3517,3773,3905,3945,3251,2732,2869,2326,1776,1563,1103,780
E07000098,male,2603,1331,3676,3011,3108,3302,3319,3487,3736,3125,2558,2495,2031,1445,1126,712,360
E07000099,female,2935,1528,4134,3794,4503,4764,4946,5066,5038,4083,3527,3785,2986,2386,2036,1319,982
E07000099,male,3025,1509,4425,3715,4060,4591,4768,4921,4984,4185,3414,3515,2776,2027,1606,849,419
E07000102,female,2199,1126,3004,2716,2858,3383,3353,3551,3576,3006,2490,2566,2004,1667,1381,975,679
