ltla,sex,12-15,16-17,18-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
E06000056,male,7115,3291,9913,8675,10032,9832,9641,9831,10421,10226,8458,6849,7015,4814,3189,1800,829
E06000057,female,6602,3233,9375,8013,8821,9335,9077,10357,12195,13699,13022,11579,11921,8034,5891,3731,2356
E06000057,male,7315,3500,10689,8273,8300,8218,8666,9684,11282,12600,12045,10911,10937,7452,4747,2605,1204
E06000058,female,8192,3967,17440,10495,11470,12925,11943,12345,13197,13310,11601,10933,12018,8791,6884,5144,3635
E06000058,male,8850,3974,19133,11813,11731,13052,12504,12930,13710,13225,10970,9955,10870,7729,5589,3453,1842
E06000059,female,8164,3946,9770,7828,8803,9349,9525,11724,13981,15365,14687,14324,16065,11632,8370,5733,3926
E06000059,male,8669,4191,11474,8701,9220,8142,9262,11086,13226,14529,13656,13091,14660,10620,7094,4090,2160
E06000060,female,14423,6551,16571,14089,16445,18468,19104,19421,20453,19068,15943,13666,14220,10890,8504,5680,4035
E06000060,male,14696,6871,18445,14257,14648,16697,18084,19492,19903,19274,15780,12859,12700,9285,6675,3814,1786
E07000008,female,2466,1266,12326,5071,2507,3113,3406,3289,3294,3106,2634,2380,2107,1603,1269,946,780
E07000008,male,2654,1217,13479,7394,4807,3442,3368,3296,3576,3253,2500,2169,1929,1377,1031,684,373
E07000009,female,2170,952,2589,2177,2708,3270,3160,3335,3367,3196,2736,2573,2617,1867,1334,885,681
E07000009,male,2380,1090,2836,2201,2360,2713,2970,3260,3331,3100,2611,2329,2522,1727,1164,683,274
E07000010,female,2053,1067,3256,2896,3158,3096,2650,3223,3676,3710,3215,3223,3278,2349,1739,1218,912
E07000010,male,2222,1071,3638,3018,3223,2912,2743,3098,3556,3681,3218,3057,3162,2182,1442,809,386
E07000011,female,3815,1835,5432,4990,5694,5905,5593,6179,6751,6561,5426,5035,5234,3747,2668,1604,1167
E07000011,male,4211,1980,6023,4909,5943,5639,5637,6191,6747,6468,5485,4585,5073,3478,2154,1186,545
E07000012,female,4061,1883,4481,3612,4665,5481,5939,6110,6069,5629,4547,4220,4472,3220,2422,1561,1150
E07000012,male,4354,1972,4958,3717,4569,5130,5785,6133,5874,5586,4701,3889,4148,2934,1979,1211,579
E07000026,female,2073,942,3028,2460,2470,2701,2576,3290,3953,3869,3591,3257,3385,2379,1826,1183,889
E07000026,male,2170,1046,3266,2755,2555,2465,2456,2951,3782,3810,3417,3155,3322,2307,1537,803,350
E07000027,female,1467,669,2360,2059,2001,1886,1705,2251,2579,2493,2213,1974,2067,1583,1137,610,381
E07000027,male,1549,706,2616,2075,2036,1849,1714,1979,2550,2529,2124,1890,1973,1458,922,412,202
E07000028,female,2307,1099,3992,3223,3065,3336,3003,3489,4091,4133,3780,3279,3343,2418,1859,1255,782
E07000028,male,2479,1230,3512,3111,2931,3165,2975,3551,3805,4038,3709,3179,3176,2134,1520,770,338
E07000029,female,1405,683,2108,1821,2013,1914,1832,2254,2643,2773,2488,2175,2087,1505,1181,708,427
E07000029,male,1534,732,2320,2030,1813,1795,1713,2048,2609,2814,2597,2163,2192,1512,997,483,193
E07000030,female,1062,533,1435,1191,1207,1309,1412,1734,2250,2381,2153,1979,1963,1407,1081,656,543
E07000030,male,1173,536,1651,1383,1281,1256,1240,1610,2092,2267,2118,2043,1984,1363,930,489,211
E07000031,female,2166,1103,2846,2149,2188,2711,2770,3464,4191,4521,4188,3752,4216,3026,2312,1558,1074
E07000031,male,2349,1208,3595,2393,2132,2438,2457,3102,3866,4207,3890,3664,4157,2851,1946,1044,495
E07000032,female,2728,1265,4188,3959,3806,3937,3766,4433,5178,4963,4241,3869,4236,3029,2027,1250,968
E07000032,male,2797,1339,4301,3789,3492,3489,3571,4472,4995,4938,4276,3829,4040,2749,1626,848,376
E07000033,female,1806,856,2852,2573,2657,2496,2264,2827,3285,2986,2634,2286,2270,1772,1172,745,466
E07000033,male,1832,821,2978,2567,2448,2531,2260,2665,3287,2953,2578,2252,2222,1652,926,469,185
E07000034,female,2216,1020,3622,3364,3285,3132,3065,3554,4075,3917,3409,3053,3219,2342,1708,1101,772
E07000034,male,2277,1045,3802,3419,3156,3230,2846,3465,3994,3802,3408,2989,2910,2084,1317,722,294
E07000035,female,1553,780,1968,1518,1566,1662,1857,2439,3049,3139,2821,2699,2835,2054,1480,961,611
E07000035,male,1581,822,2243,1776,1626,1550,1708,2388,3023,3120,2782,2566,2720,1914,1191,642,253
E07000036,female,2474,1180,3827,3723,3952,3608,3411,3988,4647,4339,3418,3131,3370,2469,1863,1288,848
E07000036,male,2698,1278,4028,3474,3672,3227,3193,3913,4372,4335,3446,2973,3011,2195,1481,830,350
E07000037,female,2022,970,2942,2663,2605,2839,2666,3187,3784,3815,3271,2754,2852,2090,1406,896,585
E07000037,male,2138,1010,3125,2678,2749,2545,2401,3059,3688,3808,3239,2827,2798,1816,1111,595,243
E07000038,female,2182,992,3174,2882,2896,2840,2883,3406,3957,3899,3633,3366,3659,2863,1930,1147,554
E07000038,male,2150,1042,3329,2897,2722,2641,2580,3286,3762,3822,3483,3191,3365,2517,1603,831,372
E07000039,female,2520,1257,3602,3568,3859,3719,3554,3900,4291,3986,3191,2941,2957,1994,1376,934,546
E07000039,male,2842,1300,3896,3200,3460,3523,3279,3946,4300,3852,3187,2819,2723,1894,1081,572,251
E07000040,female,3005,1397,3769,3107,3562,3740,3878,4597,5371,5656,5521,5661,6309,4785,3559,2520,1833
E07000040,male,3253,1495,4294,3354,3589,3356,3538,4159,4957,5038,4991,4970,5694,4276,2913,1713,871
E07000041,female,2421,1062,11915,5765,4568,3683,3475,3432,3771,3560,3012,2896,2930,2293,1719,1216,1105
E07000041,male,2525,1192,12157,6854,5542,4295,3532,3612,3698,3468,2928,2460,2581,1778,1287,692,346
E07000042,female,2004,935,2545,2002,2355,2470,2351,2785,3213,3285,2895,2677,2744,1987,1431,927,696
E07000042,male,2225,974,2774,1912,1964,2168,2111,2655,3021,3107,2705,2619,2708,1855,1146,656,314
E07000043,female,2213,981,2798,2315,2520,2616,2646,3098,3765,3929,3536,3269,3501,2757,1873,1194,943
E07000043,male,2224,1042,3106,2611,2668,2404,2545,3009,3430,3717,3384,3022,3346,2358,1542,892,424
E07000044,female,1890,884,2200,1715,1959,2359,2421,2695,3527,3842,3597,3501,3691,2597,1752,1211,708
E07000044,male,1942,921,2634,1869,1916,1905,2103,2463,3084,3458,3400,3170,3414,2327,1519,802,428
E07000045,female,2712,1286,3573,3267,3708,3706,3677,4283,5168,5623,5086,4964,5229,3688,2674,1783,1462
E07000045,male,2986,1364,4129,3099,3430,3348,3489,3897,4794,5212,4656,4522,4790,3347,2032,1219,553
E07000046,female,1350,665,1748,1513,1725,1674,1796,2162,2570,2845,2947,2697,2739,1963,1274,879,595
E07000046,male,1492,699,2071,1531,1680,1519,1627,1886,2461,2701,2674,2581,2677,1803,1115,648,279
E07000047,female,1234,569,1365,1072,1328,1401,1453,1769,2230,2506,2251,2116,2324,1617,1117,742,555
E07000047,male,1325,630,1587,1177,1242,1296,1361,1602,2030,2355,2198,1995,2151,1553,940,566,239
E07000061,female,2101,1022,3648,2527,2584,3084,3101,3253,3584,3674,3364,3247,3671,2618,2159,1595,1302
E07000061,male,2308,1137,3983,2745,2711,2981,2859,3080,3460,3521,3078,2695,3276,2260,1650,1026,663
E07000062,female,1999,946,3156,2656,3023,2878,2659,2956,3560,3523,3150,2751,2791,1803,1300,872,859
E07000062,male,2194,1025,3347,2666,2762,2767,2555,3080,3433,3367,2742,2499,2588,1652,1042,584,378
E07000063,female,2249,1113,3153,2367,2620,2872,3065,3602,3889,3910,3444,3471,3775,2820,2128,1462,1203
E07000063,male,2542,1245,3407,2407,2428,2783,2632,3176,3792,3843,3319,3106,3399,2298,1668,1002,549
E07000064,female,1980,851,2579,2066,2072,2172,2302,2815,3547,3852,3805,3792,4562,3326,2438,1642,1302
E07000064,male,2036,932,2908,2190,1989,1944,1961,2599,3302,3693,3393,3497,4113,2889,1939,1110,636
E07000065,female,3714,1792,4616,3694,4019,4378,4592,5566,6440,6546,5899,5534,6318,4480,3235,2257,1557
E07000065,male,3885,1849,5050,3709,3494,3913,3901,5070,5969,6287,5631,4964,5427,4042,2621,1478,767
E07000066,female,4506,2092,6593,6060,7038,6691,6219,6280,6674,6293,5205,4480,4729,3331,2647,1737,1058
E07000066,male,4838,2242,6848,5774,6319,5985,5847,5953,6393,5919,4978,3945,4113,2718,1923,1088,478
E07000067,female,3760,1644,4651,4163,4980,4937,4749,5389,5977,5584,4705,4338,4746,3185,2202,1477,1083
E07000067,male,3830,1771,5338,4086,4464,4683,4313,5314,5726,5332,4466,4089,4112,2894,1840,1018,512
E07000068,female,1836,918,2506,2258,2377,2609,2555,2722,2925,2915,2303,1913,2104,1585,1365,983,689
E07000068,male,1789,945,2571,2320,2292,2146,2462,2480,2869,2796,2192,1822,1930,1336,965,628,321
E07000069,female,1987,958,2989,2380,2529,2501,2491,2852,3307,3235,2859,2981,3556,2614,1937,1114,582
E07000069,male,2028,1054,3286,2534,2436,2291,2283,2692,3239,3156,2811,2576,3046,2197,1426,745,319
E07000070,female,4267,1956,5955,5451,5932,6177,5929,6309,6549,6047,5009,4608,5153,3549,2757,1769,1097
E07000070,male,4552,2071,6264,5591,5820,5935,5917,6382,6321,5873,4990,4181,4453,3063,2136,1347,616
E07000071,female,4209,1964,9994,7171,7100,6506,5947,6171,6519,5957,4993,4665,5171,3581,2507,1700,1014
E07000071,male,4578,1998,11617,7613,6828,6379,6082,6313,6384,5920,4720,4148,4423,3025,2121,1190,511
E07000072,female,2844,1414,4290,3926,4439,4493,4477,4599,5088,5056,4015,3420,3527,2743,2075,1424,1010
E07000072,male,3144,1422,4598,3873,3874,3925,4020,4223,4731,4669,3787,3107,3227,2345,1588,964,492
E07000073,female,2089,938,2817,2906,3408,3533,2911,2760,2951,2838,2471,1966,1848,1374,1123,833,478
E07000073,male,2276,981,3173,2708,3127,3173,2867,2605,2740,2684,2323,1770,1522,1043,771,454,234
E07000074,female,1398,673,1985,1461,1623,1650,1805,2334,2809,2592,2431,2177,2452,1690,1233,691,492
E07000074,male,1487,694,2186,1532,1521,1345,1667,2082,2576,2636,2432,2148,2339,1575,1057,557,233
E07000075,female,1922,945,2893,2379,2350,2505,2656,3062,3461,3284,2798,2596,3021,2193,1666,1038,629
E07000075,male,2117,1010,3100,2397,2383,2319,2450,2967,3269,3172,2777,2375,2694,1823,1309,762,271
E07000076,female,3067,1389,4344,3522,3577,3415,3561,4339,5250,5717,5575,5527,6703,4720,3316,2140,1454
E07000076,male,3045,1567,4907,3662,3301,3038,3101,3825,4869,5156,5063,5044,5757,4269,2851,1542,728
E07000077,female,2308,1173,2688,2280,2754,2966,3092,3443,3690,3536,2912,2414,2505,1834,1319,919,725
E07000077,male,2403,1134,3003,2318,2428,2617,2935,3295,3636,3442,2820,2333,2456,1695,1076,676,288
E07000078,female,2721,1413,5134,3623,3803,3818,3507,3530,3784,3999,3249,3058,3193,2462,1843,1344,937
E07000078,male,2607,1335,5114,3610,3812,4099,3741,3660,3987,3817,3218,2740,2776,1974,1485,858,448
E07000079,female,1993,981,2689,1822,2133,2503,2658,3156,3582,3757,3278,3162,3303,2464,1822,1235,792
E07000079,male,1935,926,2887,1972,1856,2163,2327,3033,3494,3463,3111,2973,3026,2192,1471,816,402
E07000080,female,1789,1085,3047,2092,2193,2294,2189,2823,3476,3526,3141,3024,3080,2207,1503,980,646
E07000080,male,1850,1011,3321,2227,2157,2021,2078,2693,3355,3437,3015,2920,2931,2122,1347,664,271
E07000081,female,2995,1404,5471,3892,4833,4472,3834,4066,4639,4412,3692,3101,3118,2368,1671,1119,776
E07000081,male,3251,1423,5707,4025,4339,4478,4146,4315,4581,4335,3558,2866,2729,2020,1331,723,304
E07000082,female,2762,1356,3547,2934,3255,3453,3572,4501,4744,4797,4195,3792,4009,2813,2065,1401,701
E07000082,male,2983,1416,3934,2966,2970,3168,3528,4365,4673,4550,4069,3610,3602,2550,1654,949,341
E07000083,female,2053,1019,2844,2708,3231,3149,2920,3191,3480,3538,3168,2948,2988,2233,1669,1049,730
E07000083,male,2223,1006,2868,2552,2825,2896,2854,3147,3557,3388,2862,2644,2730,1999,1359,677,310
E07000084,female,4149,1898,5816,4972,6073,6474,6088,6516,6610,6305,5056,4359,4682,3277,2353,1439,855
E07000084,male,4359,1924,6169,4793,5733,5976,5915,6288,6721,6359,5149,4033,4105,2845,1883,1003,486
E07000085,female,3083,1419,3762,2918,3076,3324,3934,4504,5041,5068,4264,3622,4176,3054,2364,1525,1124
E07000085,male,3020,1504,4105,2812,2851,2899,3212,4192,4531,4664,4178,3496,3814,2674,1790,1118,543
E07000086,female,3192,1456,4238,4164,4777,4746,4594,4659,4770,4860,4027,3631,3751,2705,2149,1356,964
E07000086,male,3398,1592,4590,3776,4339,4220,4210,4460,4685,4467,4034,3356,3390,2359,1659,924,520
E07000087,female,2482,1229,3464,2910,3418,3420,3363,4135,4476,4526,3849,3548,3905,3013,2248,1575,1015
E07000087,male,2649,1293,4184,3068,3241,3152,3224,3760,4207,4343,3883,3037,3549,2549,1803,1078,507
E07000088,female,1976,898,2980,2423,2655,2675,2363,2811,3061,3110,2671,2353,2542,1783,1287,979,552
E07000088,male,2090,1017,3557,2637,2680,2575,2407,2618,2817,3016,2731,2177,2355,1478,1070,594,285
E07000089,female,2508,1115,2590,2159,2702,3170,3499,3909,3674,3524,2783,2499,2830,2227,1616,926,712
E07000089,male,2639,1207,3183,2339,2870,2840,3325,3827,3650,3624,2694,2166,2486,1769,1292,674,347
E07000090,female,2806,1348,4475,3487,3802,3568,3275,4007,4778,4886,4404,3764,4226,3139,2479,1639,1065
E07000090,male,2984,1363,4678,3751,3452,3338,3024,3545,4217,4509,4131,3625,3740,2662,1889,1167,584
E07000091,female,3678,1767,5059,3912,4255,4429,4722,5823,6590,7308,6570,6508,7356,5495,4299,2976,2317
E07000091,male,3920,1779,5604,4106,3995,3914,4280,5178,6091,6721,6208,5967,6600,4938,3355,2169,1190
E07000092,female,2097,958,3102,3014,3614,3448,3344,3383,3442,3180,2352,2027,1963,1431,1063,656,505
E07000092,male,2277,1016,3517,3256,3799,3667,3292,3471,3451,3289,2511,1868,1863,1331,881,424,212
E07000093,female,2848,1373,3640,3364,3836,4011,3988,4591,4825,4858,3931,3633,4030,2963,2058,1429,954
E07000093,male,2962,1328,3916,3135,3587,3542,3738,4370,4752,4596,3969,3323,3621,2615,1794,1013,445
E07000094,female,3012,1435,6277,3004,3237,3467,3931,4413,4492,4477,3820,3371,3789,2769,2130,1507,1137
E07000094,male,3457,1711,5924,2909,2880,3203,3611,4289,4338,4462,3691,3250,3355,2469,1741,1034,547
E07000095,female,2336,1070,3309,2897,3415,3675,3279,3400,3787,3393,2804,2249,2410,1842,1531,1032,563
E07000095,male,2475,1133,3762,2946,3074,2994,3086,2995,3392,3187,2589,1983,2115,1582,1148,608,300
E07000096,female,3673,1693,4748,4416,5532,5891,5625,5476,5416,5399,4597,3733,3743,2693,2101,1515,1054
E07000096,male,3949,1762,5096,4260,4939,5341,5346,5460,5382,5322,4496,3642,3270,2286,1605,1007,501
E07000098,female,2758,1289,3474,3097,3287,3854,3739,3818,3894,3766,2880,2551,2779,2015,1608,1154,783
E07000098,male,2859,1360,3591,2842,2904,3175,3403,3371,3520,3505,2800,2285,2297,1598,1195,712,375
E07000099,female,3159,1426,3812,3590,4243,4880,4851,5002,4855,4621,3775,3341,3595,2619,2119,1551,972
E07000099,male,3184,1547,4102,3686,4027,4354,4660,4811,4802,4649,3752,3111,3159,2320,1609,1017,443
