catchment_year,msoa,trust_code,patients_from_msoa_to_trust,total_patients_of_msoa
2013,E02000008,RQ8,104,4848
2013,E02000008,RP6,83,4848
2013,E02000008,RDD,20,4848
2013,E02000008,RAN,17,4848
2013,E02000008,RT3,9,4848
2013,E02000009,RF4,2741,3786
2013,E02000009,R1H,555,3786
2013,E02000009,RKE,10,3786
2013,E02000009,RAL,11,3786
2013,E02000009,RJZ,13,3786
2013,E02000009,RDD,15,3786
2013,E02000009,RJ1,44,3786
2013,E02000009,RRV,45,3786
2013,E02000009,RP4,33,3786
2013,E02000009,RQX,61,3786
2013,E02000009,RQ8,83,3786
2013,E02000009,RP6,57,3786
2013,E02000009,RAN,15,3786
2013,E02000009,RT3,10,3786
2013,E02000009,RYJ,9,3786
2013,E02000009,RJ7,8,3786
2013,E02000010,RF4,2777,3616
2013,E02000010,R1H,432,3616
2013,E02000010,RAL,11,3616
2013,E02000010,RJZ,13,3616
2013,E02000010,RAN,14,3616
2013,E02000010,RYJ,15,3616
2013,E02000010,RJ1,23,3616
2013,E02000010,RRV,28,3616
2013,E02000010,RQX,36,3616
2013,E02000010,RP4,39,3616
2013,E02000010,RQ8,56,3616
2013,E02000010,RP6,66,3616
2013,E02000010,RDD,21,3616
2013,E02000010,RN7,8,3616
2013,E02000010,RT3,8,3616
2013,E02000011,RF4,1832,2404
2013,E02000011,R1H,260,2404
2013,E02000011,RRV,28,2404
2013,E02000011,RQX,22,2404
2013,E02000011,RP4,26,2404
2013,E02000011,RQ8,59,2404
2013,E02000011,RP6,54,2404
2013,E02000011,RJ1,19,2404
2013,E02000011,RDD,9,2404
2013,E02000011,RAL,8,2404
2013,E02000012,R1H,1033,3889
2013,E02000012,RF4,2343,3889
2013,E02000012,RYJ,11,3889
2013,E02000012,RAN,12,3889
2013,E02000012,RDD,13,3889
2013,E02000012,RJZ,14,3889
2013,E02000012,RJ1,36,3889
2013,E02000012,RRV,63,3889
2013,E02000012,RQM,22,3889
2013,E02000012,RAL,26,3889
2013,E02000012,RP4,34,3889
2013,E02000012,RQ8,43,3889
2013,E02000012,RP6,132,3889
2013,E02000012,RQX,36,3889
2013,E02000012,RT3,8,3889
2013,E02000013,RF4,2487,3344
2013,E02000013,R1H,426,3344
2013,E02000013,RJZ,11,3344
2013,E02000013,RDD,13,3344
2013,E02000013,RAL,14,3344
2013,E02000013,RAN,16,3344
2013,E02000013,RJ1,29,3344
2013,E02000013,RRV,33,3344
2013,E02000013,RP4,30,3344
2013,E02000013,RQ8,79,3344
2013,E02000013,RP6,86,3344
2013,E02000013,RYJ,17,3344
2013,E02000013,RQX,33,3344
2013,E02000013,RQM,8,3344
2013,E02000014,RF4,2980,3819
2013,E02000014,R1H,413,3819
2013,E02000014,RYJ,11,3819
2013,E02000014,RAN,12,3819
2013,E02000014,RJ1,40,3819
2013,E02000014,RRV,32,3819
2013,E02000014,RQX,37,3819
2013,E02000014,RQ8,74,3819
2013,E02000014,RJZ,19,3819
2013,E02000014,RAL,17,3819
2013,E02000014,RP6,74,3819
2013,E02000014,RP4,32,3819
2013,E02000015,RF4,2344,3028
2013,E02000015,R1H,374,3028
2013,E02000015,RAL,13,3028
2013,E02000015,RJZ,14,3028
2013,E02000015,RRV,16,3028
2013,E02000015,RP4,28,3028
2013,E02000015,RQX,31,3028
2013,E02000015,RQ8,69,3028
2013,E02000015,RP6,35,3028
2013,E02000015,RJ1,20,3028
2013,E02000015,RDD,14,3028
2013,E02000015,RAN,13,3028
2013,E02000016,RF4,1590,3054
2013,E02000016,R1H,1067,3054
2013,E02000016,RAL,12,3054
2013,E02000016,RJ1,38,3054
2013,E02000016,RRV,29,3054
2013,E02000016,RQ8,37,3054
2013,E02000016,RQX,67,3054
2013,E02000016,RP6,39,3054
2013,E02000016,RYJ,21,3054
2013,E02000016,RJZ,19,3054
2013,E02000016,RP4,38,3054
2013,E02000016,RDD,9,3054
2013,E02000016,RKE,9,3054
2013,E02000016,RAP,8,3054
2013,E02000017,RF4,1913,3374
2013,E02000017,R1H,1080,3374
2013,E02000017,RYJ,10,3374
2013,E02000017,RQM,11,3374
2013,E02000017,RJZ,14,3374
2013,E02000017,RJ1,28,3374
2013,E02000017,RRV,41,3374
2013,E02000017,RP4,23,3374
2013,E02000017,RQ8,40,3374
2013,E02000017,RP6,75,3374
2013,E02000017,RAL,20,3374
2013,E02000017,RQX,41,3374
2013,E02000017,R1K,9,3374
2013,E02000018,RF4,2436,3420
2013,E02000018,R1H,588,3420
2013,E02000018,RJZ,11,3420
2013,E02000018,RAL,12,3420
2013,E02000018,RYJ,14,3420
2013,E02000018,RJ1,36,3420
2013,E02000018,RRV,25,3420
2013,E02000018,RQX,29,3420
2013,E02000018,RQ8,75,3420
2013,E02000018,RP6,72,3420
2013,E02000018,RP4,29,3420
2013,E02000018,RQM,8,3420
2013,E02000019,RF4,2431,3267
2013,E02000019,R1H,435,3267
2013,E02000019,RAP,10,3267
2013,E02000019,RYJ,12,3267
2013,E02000019,RDD,16,3267
2013,E02000019,RJ1,32,3267
2013,E02000019,RP4,31,3267
2013,E02000019,RQX,36,3267
2013,E02000019,RQ8,74,3267
2013,E02000019,RP6,65,3267
2013,E02000019,RRV,21,3267
2013,E02000019,RJZ,17,3267
2013,E02000019,RAN,17,3267
2013,E02000019,RAL,9,3267
2013,E02000019,RQM,8,3267
2013,E02000020,RF4,2362,4061
2013,E02000020,R1H,1206,4061
2013,E02000020,RQM,10,4061
2013,E02000020,RDD,12,4061
2013,E02000020,RJ1,44,4061
2013,E02000020,RRV,53,4061
2013,E02000020,RP4,42,4061
2013,E02000020,RQX,51,4061
2013,E02000020,RP6,69,4061
2013,E02000020,RAL,21,4061
2013,E02000020,RYJ,20,4061
2013,E02000020,RQ8,53,4061
2013,E02000020,RJZ,21,4061
2013,E02000020,RAN,10,4061
2013,E02000020,RJ7,9,4061
2013,E02000020,RT3,8,4061
2013,E02000021,RF4,2373,3091
2013,E02000021,R1H,367,3091
2013,E02000021,RAL,11,3091
2013,E02000021,RYJ,12,3091
2013,E02000021,RDD,13,3091
2013,E02000021,RJZ,16,3091
2013,E02000021,RRV,31,3091
2013,E02000021,RQX,23,3091
2013,E02000021,RP4,25,3091
2013,E02000021,RQ8,50,3091
2013,E02000021,RP6,53,3091
2013,E02000021,RJ1,20,3091
2013,E02000021,RT3,9,3091
2013,E02000021,RQM,8,3091
2013,E02000021,R1K,8,3091
2013,E02000021,RAN,8,3091
2013,E02000022,RF4,1905,3398
2013,E02000022,R1H,1110,3398
2013,E02000022,RDD,10,3398
2013,E02000022,RAL,11,3398
2013,E02000022,RYJ,14,3398
2013,E02000022,RJZ,16,3398
2013,E02000022,RJ1,23,3398
2013,E02000022,RRV,34,3398
2013,E02000022,RP4,32,3398
2013,E02000022,RQ8,43,3398
2013,E02000022,RQX,67,3398
2013,E02000022,RP6,61,3398
2013,E02000022,RJ7,8,3398
2013,E02000022,RAP,8,3398
2013,E02000023,R1H,670,2389
2013,E02000023,RF4,1475,2389
2013,E02000023,RAL,11,2389
2013,E02000023,RRV,23,2389
2013,E02000023,RP4,22,2389
2013,E02000023,RQX,26,2389
2013,E02000023,RQ8,36,2389
2013,E02000023,RP6,39,2389
2013,E02000023,RJ1,20,2389
2013,E02000023,RYJ,9,2389
2013,E02000023,RDD,8,2389
2013,E02000024,RAL,3157,3960
2013,E02000024,RRV,280,3960
2013,E02000024,RT3,11,3960
2013,E02000024,RJ1,24,3960
2013,E02000024,RWH,23,3960
2013,E02000024,R1H,40,3960
2013,E02000024,RP4,35,3960
2013,E02000024,RYJ,48,3960
2013,E02000024,RAN,50,3960
2013,E02000024,R1K,62,3960
2013,E02000024,RP6,68,3960
2013,E02000024,RWG,19,3960
2013,E02000024,RAP,17,3960
2013,E02000024,RKE,40,3960
2013,E02000024,RQM,9,3960
2013,E02000025,RAL,2606,3227
2013,E02000025,RRV,222,3227
2013,E02000025,RT3,10,3227
2013,E02000025,RQM,12,3227
2013,E02000025,RWH,14,3227
2013,E02000025,RJ1,22,3227
2013,E02000025,R1K,33,3227
2013,E02000025,R1H,37,3227
2013,E02000025,RAN,38,3227
2013,E02000025,RP4,35,3227
2013,E02000025,RKE,47,3227
2013,E02000025,RP6,40,3227
2013,E02000025,RAP,33,3227
2013,E02000025,RYJ,22,3227
2013,E02000026,RAL,1871,2431
2013,E02000026,RRV,179,2431
2013,E02000026,RWG,11,2431
2013,E02000026,RT3,12,2431
2013,E02000026,R1K,13,2431
2013,E02000026,RJ1,22,2431
2013,E02000026,RP4,27,2431
2013,E02000026,RKE,45,2431
2013,E02000026,RAP,56,2431
2013,E02000026,R1H,43,2431
2013,E02000026,RP6,44,2431
2013,E02000026,RYJ,21,2431
2013,E02000026,RAN,27,2431
2013,E02000026,RWH,8,2431
2013,E02000027,RAL,3499,4275
2013,E02000027,RRV,259,4275
2013,E02000027,RQM,10,4275
2013,E02000027,RWG,12,4275
2013,E02000027,RT3,15,4275
2013,E02000027,RJ1,34,4275
2013,E02000027,RWH,26,4275
2013,E02000027,RAP,28,4275
2013,E02000027,RP4,33,4275
2013,E02000027,RYJ,36,4275
2013,E02000027,R1H,35,4275
2013,E02000027,RAN,50,4275
2013,E02000027,R1K,54,4275
2013,E02000027,RKE,65,4275
2013,E02000027,RP6,47,4275
2013,E02000028,RAL,1921,2453
2013,E02000028,RRV,200,2453
2013,E02000028,RWH,10,2453
2013,E02000028,R1H,14,2453
2013,E02000028,RJ1,34,2453
2013,E02000028,RP4,22,2453
2013,E02000028,R1K,28,2453
2013,E02000028,RAP,27,2453
2013,E02000028,RAN,40,2453
2013,E02000028,RKE,47,2453
2013,E02000028,RP6,30,2453
2013,E02000028,RYJ,21,2453
2013,E02000029,RAL,2786,3455
2013,E02000029,RRV,240,3455
2013,E02000029,RJ1,28,3455
2013,E02000029,R1K,23,3455
2013,E02000029,RAP,31,3455
2013,E02000029,RP4,37,3455
2013,E02000029,R1H,34,3455
2013,E02000029,RAN,48,3455
2013,E02000029,RKE,58,3455
2013,E02000029,RP6,49,3455
2013,E02000029,RYJ,18,3455
2013,E02000029,RT3,18,3455
2013,E02000029,RWH,9,3455
2013,E02000029,RQM,8,3455
2013,E02000030,RAL,2768,3566
2013,E02000030,RRV,234,3566
2013,E02000030,RAP,12,3566
2013,E02000030,RQM,14,3566
2013,E02000030,RJ1,40,3566
2013,E02000030,RWG,30,3566
2013,E02000030,R1H,31,3566
2013,E02000030,RKE,37,3566
2013,E02000030,R1K,86,3566
2013,E02000030,RAN,64,3566
2013,E02000030,RT3,29,3566
2013,E02000030,RP6,56,3566
2013,E02000030,RWH,21,3566
2013,E02000030,RYJ,40,3566
2013,E02000030,RP4,31,3566
2013,E02000030,RJZ,8,3566
2013,E02000030,RPY,8,3566
2013,E02000031,RAL,2505,3226
2013,E02000031,RRV,283,3226
2013,E02000031,RWG,14,3226
2013,E02000031,RT3,23,3226
2013,E02000031,RP4,29,3226
2013,E02000031,R1H,27,3226
2013,E02000031,R1K,32,3226
2013,E02000031,RYJ,41,3226
2013,E02000031,RKE,88,3226
2013,E02000031,RP6,40,3226
2013,E02000031,RAP,21,3226
2013,E02000031,RJ1,20,3226
2013,E02000031,RAN,41,3226
2013,E02000031,RQM,9,3226
2013,E02000032,RAL,2136,3004
2013,E02000032,RRV,272,3004
2013,E02000032,RAP,155,3004
2013,E02000032,RQX,10,3004
2013,E02000032,RT3,13,3004
2013,E02000032,RJ1,32,3004
2013,E02000032,RYJ,29,3004
2013,E02000032,RP4,36,3004
2013,E02000032,RKE,67,3004
2013,E02000032,R1H,64,3004
2013,E02000032,RP6,71,3004
2013,E02000032,R1K,21,3004
2013,E02000032,RAN,29,3004
2013,E02000032,RQM,8,3004
2013,E02000033,RAL,2752,3627
2013,E02000033,RRV,269,3627
2013,E02000033,RQM,13,3627
2013,E02000033,RJ1,31,3627
2013,E02000033,RYJ,38,3627
2013,E02000033,RP4,39,3627
2013,E02000033,RAN,35,3627
2013,E02000033,RAP,117,3627
2013,E02000033,RKE,126,3627
2013,E02000033,R1H,47,3627
2013,E02000033,RP6,41,3627
2013,E02000033,R1K,21,3627
2013,E02000033,RT3,18,3627
2013,E02000033,RWH,8,3627
2013,E02000034,RAL,2762,3580
2013,E02000034,RRV,281,3580
2013,E02000034,RT3,12,3580
2013,E02000034,RQM,16,3580
2013,E02000034,RJ1,38,3580
2013,E02000034,RP4,29,3580
2013,E02000034,RYJ,28,3580
2013,E02000034,R1K,27,3580
2013,E02000034,R1H,33,3580
2013,E02000034,RAN,43,3580
2013,E02000034,RAP,49,3580
2013,E02000034,RKE,140,3580
2013,E02000034,RP6,42,3580
2013,E02000034,RPY,9,3580
2013,E02000034,RWH,8,3580
2013,E02000034,RWG,8,3580
2013,E02000035,RAL,2642,3452
2013,E02000035,RRV,326,3452
2013,E02000035,RWH,10,3452
2013,E02000035,RAP,16,3452
2013,E02000035,RJ1,25,3452
2013,E02000035,RP4,31,3452
2013,E02000035,R1K,37,3452
2013,E02000035,R1H,34,3452
2013,E02000035,RYJ,40,3452
2013,E02000035,RAN,44,3452
2013,E02000035,RKE,111,3452
2013,E02000035,RT3,17,3452
2013,E02000035,RP6,40,3452
2013,E02000035,RWG,9,3452
2013,E02000035,RQM,9,3452
2013,E02000036,RAL,3436,4608
2013,E02000036,RRV,328,4608
2013,E02000036,R1K,274,4608
2013,E02000036,RWH,14,4608
2013,E02000036,RJ1,43,4608
2013,E02000036,R1H,32,4608
2013,E02000036,RKE,33,4608
2013,E02000036,RP4,51,4608
2013,E02000036,RWG,78,4608
2013,E02000036,RAN,103,4608
2013,E02000036,RYJ,65,4608
2013,E02000036,RT3,29,4608
2013,E02000036,RP6,42,4608
2013,E02000036,RQM,17,4608
2013,E02000037,RAL,2649,3903
2013,E02000037,RRV,274,3903
2013,E02000037,R1K,388,3903
2013,E02000037,RPY,11,3903
2013,E02000037,RWH,16,3903
2013,E02000037,RJ1,33,3903
2013,E02000037,RKE,22,3903
2013,E02000037,R1H,31,3903
2013,E02000037,RP4,47,3903
2013,E02000037,RAN,114,3903
2013,E02000037,RWG,81,3903
2013,E02000037,RYJ,89,3903
2013,E02000037,RT3,32,3903
2013,E02000037,RP6,36,3903
2013,E02000037,RQM,18,3903
2013,E02000038,RAL,3080,4219
2013,E02000038,RRV,351,4219
2013,E02000038,RKE,302,4219
2013,E02000038,RJZ,12,4219
2013,E02000038,RQM,15,4219
2013,E02000038,RT3,16,4219
2013,E02000038,RJ1,35,4219
2013,E02000038,R1K,41,4219
2013,E02000038,RYJ,47,4219
2013,E02000038,RAN,45,4219
2013,E02000038,RAP,67,4219
2013,E02000038,R1H,44,4219
2013,E02000038,RP6,48,4219
2013,E02000038,RP4,41,4219
2013,E02000038,RWH,12,4219
2013,E02000038,RQX,9,4219
2013,E02000039,RAL,1835,2509
2013,E02000039,RRV,218,2509
2013,E02000039,RWH,10,2509
2013,E02000039,RQM,12,2509
2013,E02000039,RJ1,22,2509
2013,E02000039,RP4,24,2509
2013,E02000039,RKE,26,2509
2013,E02000039,R1H,25,2509
2013,E02000039,RWG,43,2509
2013,E02000039,RYJ,46,2509
2013,E02000039,RAN,57,2509
2013,E02000039,R1K,96,2509
2013,E02000039,RT3,17,2509
2013,E02000039,RP6,22,2509
2013,E02000039,RAP,9,2509
2013,E02000040,RAL,2237,2919
2013,E02000040,RRV,229,2919
2013,E02000040,RQM,10,2919
2013,E02000040,RJ1,24,2919
2013,E02000040,RWG,26,2919
2013,E02000040,R1H,27,2919
2013,E02000040,RYJ,37,2919
2013,E02000040,RKE,47,2919
2013,E02000040,R1K,62,2919
2013,E02000040,RP6,21,2919
2013,E02000040,RT3,19,2919
2013,E02000040,RAN,62,2919
2013,E02000040,RP4,37,2919
2013,E02000040,RAP,10,2919
2013,E02000040,RPY,9,2919
2013,E02000040,RWH,8,2919
2013,E02000041,RAL,2778,3875
2013,E02000041,RRV,246,3875
2013,E02000041,R1K,397,3875
2013,E02000041,RKE,22,3875
2013,E02000041,RQM,25,3875
2013,E02000041,RP4,30,3875
2013,E02000041,R1H,32,3875
2013,E02000041,RWG,47,3875
2013,E02000041,RAN,67,3875
2013,E02000041,RYJ,69,3875
2013,E02000041,RT3,24,3875
2013,E02000041,RP6,37,3875
2013,E02000041,RJ1,21,3875
2013,E02000041,RAS,9,3875
2013,E02000041,RAP,8,3875
2013,E02000041,RWH,8,3875
2013,E02000041,RPY,8,3875
2013,E02000042,RAL,3362,4547
2013,E02000042,RRV,437,4547
2013,E02000042,RKE,247,4547
2013,E02000042,RT3,12,4547
2013,E02000042,RWH,15,4547
2013,E02000042,RQM,16,4547
2013,E02000042,RJ1,34,4547
2013,E02000042,RAP,25,4547
2013,E02000042,RP4,36,4547
2013,E02000042,RAN,49,4547
2013,E02000042,R1K,65,4547
2013,E02000042,RYJ,74,4547
2013,E02000042,R1H,51,4547
2013,E02000042,RP6,43,4547
2013,E02000042,RJZ,9,4547
2013,E02000042,RWG,8,4547
2013,E02000043,RAL,1885,2690
2013,E02000043,RRV,300,2690
2013,E02000043,RKE,159,2690
2013,E02000043,RAP,11,2690
2013,E02000043,RQM,14,2690
2013,E02000043,RJ1,39,2690
2013,E02000043,R1H,25,2690
2013,E02000043,RYJ,32,2690
2013,E02000043,RP4,34,2690
2013,E02000043,R1K,47,2690
2013,E02000043,RP6,35,2690
2013,E02000043,RAN,34,2690
2013,E02000043,RWG,14,2690
2013,E02000043,RT3,9,2690
2013,E02000043,RWH,9,2690
2013,E02000044,RAL,2629,3543
2013,E02000044,RRV,223,3543
2013,E02000044,R1K,288,3543
2013,E02000044,RJZ,10,3543
2013,E02000044,RQM,12,3543
2013,E02000044,RJ1,14,3543
2013,E02000044,R1H,28,3543
2013,E02000044,RWG,30,3543
2013,E02000044,RKE,33,3543
2013,E02000044,RP4,36,3543
2013,E02000044,RAN,60,3543
2013,E02000044,RYJ,59,3543
2013,E02000044,RT3,26,3543
2013,E02000044,RP6,28,3543
2013,E02000044,RWH,12,3543
2013,E02000045,RAL,1933,4044
2013,E02000045,RKE,1263,4044
2013,E02000045,RRV,389,4044
2013,E02000045,RQM,10,4044
2013,E02000045,RJ1,45,4044
2013,E02000045,R1K,31,4044
2013,E02000045,RAN,33,4044
2013,E02000045,RYJ,49,4044
2013,E02000045,RP4,50,4044
2013,E02000045,RAP,58,4044
2013,E02000045,R1H,42,4044
2013,E02000045,RP6,57,4044
2013,E02000045,RT3,8,4044
2013,E02000045,RJZ,8,4044
2013,E02000045,RQX,8,4044
2013,E02000045,RWH,8,4044
2013,E02000046,RAL,1816,2601
2013,E02000046,RRV,258,2601
2013,E02000046,RKE,210,2601
2013,E02000046,RQM,12,2601
2013,E02000046,RAP,13,2601
2013,E02000046,RJ1,32,2601
2013,E02000046,RP4,28,2601
2013,E02000046,R1H,33,2601
2013,E02000046,R1K,34,2601
2013,E02000046,RYJ,38,2601
2013,E02000046,RP6,39,2601
2013,E02000046,RAN,28,2601
2013,E02000046,RQX,9,2601
2013,E02000046,RJZ,8,2601
2013,E02000047,RAL,3598,5184
2013,E02000047,R1K,797,5184
2013,E02000047,RJZ,10,5184
2013,E02000047,RAP,11,5184
2013,E02000047,RWH,12,5184
2013,E02000047,RJ1,31,5184
2013,E02000047,RRV,253,5184
2013,E02000047,R1H,28,5184
2013,E02000047,RP4,43,5184
2013,E02000047,RKE,48,5184
2013,E02000047,RAN,62,5184
2013,E02000047,RYJ,113,5184
2013,E02000047,RT3,26,5184
2013,E02000047,RP6,32,5184
2013,E02000047,RWG,21,5184
2013,E02000047,RQM,28,5184
2013,E02000048,RAL,2593,3589
2013,E02000048,RRV,358,3589
2013,E02000048,RJZ,13,3589
2013,E02000048,RAP,14,3589
2013,E02000048,RJ1,35,3589
2013,E02000048,RP4,36,3589
2013,E02000048,R1H,34,3589
2013,E02000048,RWG,39,3589
2013,E02000048,RKE,90,3589
2013,E02000048,RAN,59,3589
2013,E02000048,R1K,103,3589
2013,E02000048,RYJ,69,3589
2013,E02000048,RP6,33,3589
2013,E02000048,RT3,20,3589
2013,E02000048,RQM,19,3589
2013,E02000048,RPY,8,3589
2013,E02000049,RAL,2657,3626
2013,E02000049,RRV,193,3626
2013,E02000049,R1K,372,3626
2013,E02000049,RAP,10,3626
2013,E02000049,RWG,14,3626
2013,E02000049,RT3,15,3626
2013,E02000049,RJ1,28,3626
2013,E02000049,RKE,26,3626
2013,E02000049,RAN,29,3626
2013,E02000049,RP4,42,3626
2013,E02000049,RYJ,88,3626
2013,E02000049,RP6,31,3626
2013,E02000049,R1H,21,3626
2013,E02000049,RQM,19,3626
2013,E02000049,RJZ,18,3626
2013,E02000049,RAS,9,3626
2013,E02000050,RAL,2474,3979
2013,E02000050,RRV,370,3979
2013,E02000050,RKE,681,3979
2013,E02000050,RJZ,11,3979
2013,E02000050,RQM,16,3979
2013,E02000050,RAP,28,3979
2013,E02000050,R1K,27,3979
2013,E02000050,RAN,34,3979
2013,E02000050,RYJ,45,3979
2013,E02000050,R1H,50,3979
2013,E02000050,RP6,64,3979
2013,E02000050,RT3,20,3979
2013,E02000050,RP4,45,3979
2013,E02000050,RJ1,50,3979
2013,E02000051,RAL,2047,2991
2013,E02000051,RRV,326,2991
2013,E02000051,RKE,173,2991
2013,E02000051,RQM,16,2991
2013,E02000051,RJ1,48,2991
2013,E02000051,RT3,23,2991
2013,E02000051,R1H,24,2991
2013,E02000051,RP4,25,2991
2013,E02000051,RAN,35,2991
2013,E02000051,R1K,57,2991
2013,E02000051,RYJ,79,2991
2013,E02000051,RP6,49,2991
2013,E02000051,RWG,24,2991
2013,E02000051,RAP,8,2991
2013,E02000052,RAL,1711,3729
2013,E02000052,RKE,1175,3729
2013,E02000052,RRV,440,3729
2013,E02000052,RJZ,10,3729
2013,E02000052,RAP,13,3729
2013,E02000052,RQM,14,3729
2013,E02000052,RJ1,52,3729
2013,E02000052,R1H,29,3729
2013,E02000052,R1K,27,3729
2013,E02000052,RYJ,38,3729
2013,E02000052,RP4,44,3729
2013,E02000052,RP6,68,3729
2013,E02000052,RAN,27,3729
2013,E02000052,RT3,13,3729
2013,E02000052,RQX,9,3729
2013,E02000052,RJ7,8,3729
2013,E02000053,RAL,2338,3664
2013,E02000053,RRV,216,3664
2013,E02000053,R1K,620,3664
2013,E02000053,RWG,11,3664
2013,E02000053,RJ1,42,3664
2013,E02000053,R1H,25,3664
2013,E02000053,RQM,33,3664
2013,E02000053,RP4,34,3664
2013,E02000053,RKE,39,3664
2013,E02000053,RAN,45,3664
2013,E02000053,RYJ,106,3664
2013,E02000053,RT3,17,3664
2013,E02000053,RP6,42,3664
2013,E02000053,RWH,9,3664
2013,E02000053,RJZ,8,3664
2013,E02000053,RAP,8,3664
2013,E02000054,RAL,1903,2651
2013,E02000054,RRV,262,2651
2013,E02000054,RQM,11,2651
2013,E02000054,RWG,16,2651
2013,E02000054,RJ1,41,2651
2013,E02000054,R1H,24,2651
2013,E02000054,RP4,29,2651
2013,E02000054,RKE,43,2651
2013,E02000054,R1K,114,2651
2013,E02000054,RYJ,79,2651
2013,E02000054,RP6,27,2651
2013,E02000054,RAN,27,2651
2013,E02000054,RT3,11,2651
2013,E02000054,RJZ,8,2651
2013,E02000055,RAL,2949,4068
2013,E02000055,RRV,414,4068
2013,E02000055,RPY,10,4068
2013,E02000055,RJZ,12,4068
2013,E02000055,RJ1,51,4068
2013,E02000055,RQM,26,4068
2013,E02000055,R1H,30,4068
2013,E02000055,RWG,32,4068
2013,E02000055,RP4,41,4068
2013,E02000055,RKE,100,4068
2013,E02000055,R1K,132,4068
2013,E02000055,RYJ,103,4068
2013,E02000055,RT3,33,4068
2013,E02000055,RP6,42,4068
2013,E02000055,RAN,32,4068
2013,E02000055,RQX,9,4068
2013,E02000055,RAP,8,4068
2013,E02000056,RAL,1383,2562
2013,E02000056,RRV,351,2562
2013,E02000056,RKE,361,2562
2013,E02000056,RWG,13,2562
2013,E02000056,RJ1,38,2562
2013,E02000056,RQM,24,2562
2013,E02000056,R1H,29,2562
2013,E02000056,RP4,42,2562
2013,E02000056,R1K,48,2562
2013,E02000056,RYJ,112,2562
2013,E02000056,RT3,27,2562
2013,E02000056,RP6,28,2562
2013,E02000056,RAN,21,2562
2013,E02000056,RPY,17,2562
2013,E02000056,RAP,8,2562
2013,E02000056,RJZ,8,2562
2013,E02000057,RAL,1747,2540
2013,E02000057,RRV,327,2540
2013,E02000057,RJ1,31,2540
2013,E02000057,RQM,22,2540
2013,E02000057,RWG,23,2540
2013,E02000057,RAN,25,2540
2013,E02000057,RP4,45,2540
2013,E02000057,RKE,46,2540
2013,E02000057,R1K,91,2540
2013,E02000057,RYJ,78,2540
2013,E02000057,RP6,24,2540
2013,E02000057,R1H,18,2540
2013,E02000057,RT3,9,2540
